11,426.417,306.905,1371.545,2179.375,428.1,214.062,320.375,306.812,329.5,415.5,266.625,292.857,455.875,940.917,345.182,539.375,838.125,446.833,1305.25,754.75,1141,424.75,136.125,861.333,996.75,585.583,386,344.625,410.636,290,468.875,409,772.952,695.444,276.833,381.5,472.312,519.25,331.625,714,326.688,264.667,386.45,562.938,940.938,461.238,322.095,443.5,449.333,41.188,1534.625,1762.25,450,1026.75,181.417,780.5,734.562,861.667,1717.667,871.375,416.889,187.062,448.583,820.812,322.333,281.875,205.269,732.615,427.357,370.333
12,414.875,229.476,1215.091,2041.375,333.7,216.312,352.375,295.438,505.625,443,269.562,319.952,388,990.167,421.636,621.375,814,449.917,1274.75,834.917,1363.333,437.875,121.25,848.833,898.333,1589.667,370.5,371.438,415.545,362.375,436.25,312.364,836.476,705.333,269.833,264.125,533.062,493.5,308.75,606.625,328.125,310.714,452.65,532,832.125,469.857,276.19,385.562,469.5,40.75,1557,1448,509.417,1234.875,273.667,811.5,822.938,878.75,352.381,826.688,345.333,165.875,650.083,1052.438,189.167,216.625,229.423,622.385,446.429,229.917
13,370.125,231.524,1245.727,1827.125,409.55,279.25,345.625,338.562,331.375,416,257.938,319.524,428.75,960.25,402.091,582.375,833.5,433,1354.375,819.583,1185.833,585.25,122,780.917,741.75,3170.583,381.583,387,377.364,234.375,417.875,374.455,840.714,634.556,320,538.125,474.562,522.25,237.875,658.5,284.125,299.952,475.05,604,996.562,2973.143,335.619,419.812,431.917,67.188,1664.312,1418.625,471.417,1226.875,234.417,718.833,763.938,1031.583,354.19,630,381.111,203.875,619.667,1039.875,292,209.375,294.538,631.769,461.5,221.167
14,389.958,231.095,1257,1891.875,422.7,210.438,394.125,323.875,309.875,423.5,226.938,236.81,449.875,974.5,328.364,536.625,995.5,376.083,1324.25,889.25,1314.167,494.875,130.25,991.583,1058.5,2450.917,445.25,355.5,428.182,344,494,285.727,794.524,497.222,384.333,248.5,500.562,562.125,284.875,773.5,283.875,264.905,440.15,571.062,841.5,919.667,329.905,437.188,516.25,43.625,1668.188,1662.125,404.5,1327.5,179.75,686.5,814.938,830.833,315.714,890.75,391.333,224.312,684.917,886.188,300.583,218.875,260.692,666.192,441.643,363.75
15,441.375,372.476,1195.727,2064.125,398.75,222.25,459.188,312.625,411.75,406.5,306.688,341.524,509,1033,479.455,628.375,1010.375,383.75,1385.625,714.75,1135.583,403,150.125,846.333,898.417,1949.833,421.5,414.625,334.727,295.938,504,380.727,850.381,700.778,254.083,334.75,446.5,635.5,351.375,659.125,295.5,302.381,478.8,469.312,765,397.952,322.857,422.562,457,42.562,1660.5,1558.25,423,1431.625,182.667,700,705.812,694.333,296.619,1163.375,440.333,145.438,452.667,880.438,275.5,247.5,281.577,689.731,425.286,292.417
16,383.292,426.714,1203.182,2177.75,411.9,726.125,382.438,384.5,462.375,438.5,254.75,262.524,469.875,1008.75,343.273,513.875,942.875,435.667,1113.5,954.083,1306.583,410.375,170,987.667,883.833,1108.667,387.083,370.812,373.909,247.25,532.75,288.727,723.619,445.111,246.667,338.625,459.188,515.5,164.875,687.375,368.75,269.667,504.55,564.125,922.188,409.667,346.333,384.75,548,43.062,1727.875,1791.25,430.75,1512.625,249.75,932.5,698.5,668.417,315.667,3045.625,313.556,195.25,510.5,958.438,244.917,282.625,227.769,639.577,419.286,368.417
17,320.333,337.619,1157.818,2062,450.6,1627.125,402.188,341.188,451.5,439.375,338,264.762,437.125,952.583,358.636,422.375,1016.375,440.083,1251.25,785.75,1201.5,445.875,170.25,874.5,844.75,567.833,395.667,318.75,486.182,274,446.25,362.818,756.524,654.222,302.833,332.5,473.188,497.875,277.625,568.25,279.438,280.524,642.25,515.25,898.75,449.714,359.095,431,592.167,43.5,1608.125,1672.125,499.333,1600,225.5,769.333,633.812,714.667,330,3356.125,400.889,164.688,529,1068.812,297.75,235.25,275.462,677.385,392,370.917
18,348.333,360.381,1226.636,1942.25,417.1,1315.625,334.875,305.875,458,484.5,299.188,310.429,398.875,1039.833,341.273,471.5,942.5,422.667,1185.875,777.667,1276.917,418.625,118.125,972,738,479.583,396.583,334.375,477.727,330.188,437.75,314.636,687.619,579.222,274.5,386.375,446.75,518.875,289.75,686.125,335,281.571,481.05,642,813.875,440.905,333.571,365.625,543.5,49.062,1810.938,1527,378.083,1442.125,257.75,790.833,735.5,764.75,297.333,3684.438,445.667,165.25,539.167,1059.688,379.417,296.25,301.731,671.385,362.643,332.417
19,353.25,330.048,1284.364,1798.625,404.1,919.188,373.562,318.75,367.75,545.875,241.25,357.381,522.375,757.25,349.545,589.625,1026.625,427.25,1497,831.167,1278.833,496.125,140.375,886.833,777.167,354.333,414.583,313.562,442.909,336.438,462.25,320.273,816.429,646.556,305.583,488.5,594.062,467.5,285.625,721.625,339.688,299.905,430.45,531.625,798.75,375.714,292.524,532.812,437.333,48.062,1626.5,1693.875,423.917,1424.75,215.083,867.25,754.625,728.667,322.381,4046,367.222,201.375,520.667,782.312,278.083,229,275.038,596.308,448.214,328.5
20,415.542,259.571,1217.182,2100.875,442.1,573.312,447.188,341.375,428.75,400.125,225.812,294.19,527.125,916,423.091,591.375,985.125,369.333,1143.625,853.583,1285.333,441,192.5,857.75,879.5,441.167,552.833,409,457.455,303.5,557.625,342.545,827.381,571.333,277.333,461.75,475.438,546.375,345.5,744,309.938,282.857,463.2,530.438,925.062,470.333,311.333,410.688,506.75,44.062,1766.125,1544.5,471.667,1545.5,197.167,845.167,673.75,534.417,281.667,3722.875,364.333,207.125,640.667,1036.938,281.917,218.125,224.077,608.269,413,306.417
21,385.375,274,1209.818,1897.25,369.3,326.875,398.812,341.5,339,439.25,286.562,362.095,560.25,897.333,423.636,674.375,969,424.917,1311.5,917.083,1327.5,409,95.125,805.917,892.667,501.333,370.083,437.812,519.182,366.875,489.5,302.818,827.19,594.222,342.417,299,431.875,685.875,283.625,648.75,318.562,264.952,506.95,618.125,866.312,363.762,306.286,441.875,598.417,55.875,1663.312,1607.125,461.667,1238.375,234.417,843.5,756.812,719.917,259.095,2299.75,360.889,182.312,451.333,960.5,246.917,270.75,284.346,624.385,497.5,411.583
22,381.583,184.857,1201.636,2085.25,436.25,312.75,440.812,310.125,461.625,481.625,280.625,297.476,523,1040.917,429.727,475.25,924.75,426.083,1410.75,819.417,1403.667,484.875,118.5,989.75,928.083,363.5,394.417,438.625,446.636,359.688,421.25,427.455,816.19,486.889,316.583,361.25,585.375,468.25,339.5,858.75,315.875,273.81,440.9,450.688,866.75,464.381,360.857,434.562,488.75,29.688,1587.125,1423.375,564.417,1278.375,271.75,757.25,685.688,596.583,305.048,1609.562,280.889,206,533.75,958.562,217.583,336.625,248.808,665.192,417.357,414
23,387.875,277.857,1366.182,2190.25,332.45,263.312,356.312,342.875,494,465,322.562,336.048,419.375,941,419.545,714.25,923.875,447.167,1314,815,1291.75,411.5,171.125,817.75,921.833,499.75,379,372.062,420.909,257.25,579.875,415.727,838.857,577,340.833,353.625,481.875,502.625,301.125,813,319.5,299.333,505.8,511.312,885.312,451.762,339.429,3080.125,496.583,49.688,1632.438,1822.75,476.083,1219.125,251.167,843.333,690.312,638.083,252.714,1015.125,507.556,228.25,592.083,976.438,274.5,257.875,278.885,710.962,520.714,363.833
24,361.542,277.952,1098.636,2159.75,450.4,231.688,358.875,362.5,449.125,467.75,308.625,341.143,543.25,1013.25,421.636,461.125,959,466.667,1308.375,769.5,1342.583,498.125,147,892.667,990.167,558,405.25,417.375,411.273,353.688,463.125,319,899,570.667,387.583,308.25,406.812,632.25,329.375,712.25,289.188,282.476,449.05,451.75,801.625,408.571,388.619,2755.188,465.167,56.938,1556.062,1792.75,428.417,1444.625,255,785.75,580.75,570.417,335.143,802.188,449.222,152.125,441.417,931.625,240.667,242.25,266.269,632.308,354.5,334.75
25,384.042,305.048,1344.273,1944.5,485.25,150.625,393.125,256.312,417,510.5,228.625,311.095,562.875,1005.25,456.364,597.75,932.75,511.833,1297.375,828,1497.5,354.75,126.75,832.417,893.75,599.75,471.333,397.125,430.909,334.312,417.625,407.273,797.762,561,298.333,426.25,509.062,467.375,393.375,536.5,358.062,275.381,450.65,563.812,1015.312,370.571,267.667,651.812,616.25,75.312,1559.25,1811.5,432.583,1860.25,252.5,834.75,706.312,658.083,315.333,619.75,430.889,158.312,518.333,1002.688,204.667,258.25,248.731,644.154,320.286,268.25
26,449.375,329,1351.455,1889.125,446.1,258.812,450.312,351.812,347.375,538.25,363.375,263.905,490.75,1045.833,431.091,561.375,780.5,480.583,1216.875,824.333,1284,568.875,121,711.167,921.25,509.75,408.417,289.938,505.909,210,372.375,296.273,929.952,535.667,370.833,374.375,406.562,467.25,397.125,745.625,355.375,222.619,445.75,562.688,815.125,470.238,365.667,423.812,1556.667,63.188,1774.562,1542.375,517.083,1713.5,258.417,807.667,791.5,610.417,279.238,668,346.222,157.25,636.583,859.812,225,258.875,259.346,592.077,405.357,288.583
27,333.5,241.429,1392.818,1959.875,452.5,284.25,457.188,298.25,410.25,434.375,315.688,282.667,505.75,959.417,2850.545,608.875,860.75,563.25,1661.5,857.167,1269.917,328.75,154.375,831.833,1042.417,484.583,365,369.188,280.091,277.562,509.375,291.818,867.619,735.667,316.75,400.625,527.938,515.875,372,712.75,321.938,279.429,503.05,544.688,788.562,449.81,358.857,371.125,3701.917,58.875,1893.312,1673.75,407.833,1793.75,224.333,788.167,721.125,584.75,275.333,745.438,310.889,160.812,3191.083,990.812,288.5,192.5,289.615,609.231,493.929,236.083
28,392.458,298.619,1222,2067.75,485.8,239.25,430.562,335.438,407.875,433.375,240.375,326.095,505.25,918.5,3004.273,520.5,1126.625,486.167,1256.875,912.667,1359.417,539.75,167.75,960.5,856.333,498.5,264.667,356.062,427.818,243.562,511.5,325.636,889.381,630.333,266.5,350.375,414.812,545.875,299.5,811.25,391.125,294.476,496.2,455.438,879.812,503.048,416.857,415.688,3781.333,48.5,1776.188,1562.5,475.75,2300.75,250.083,828,773.188,652.667,274.81,635.188,309.333,200.938,3838.667,966.438,231.583,168.375,287.154,647.308,514.643,260.917
29,414.417,261.857,1237.818,1893.5,384.25,230.688,372.5,342.562,383.875,491.5,276.625,317.952,357,904.25,2384.273,532.125,1023.75,395.583,1124.375,854.917,1352.917,460.5,145.125,739,927.167,485.083,320.833,424.5,374.909,267.25,540.375,379.455,849.857,562.222,261.333,354,416.688,649.75,267,914.75,358.25,251.571,422.05,571.812,919.688,355.286,355.524,411.188,2995.833,46.75,1748,1760.75,405,2315.625,240.167,817.083,815.5,615.75,279.857,672.062,342,194.312,3464.75,841.062,279.5,232.875,296.423,712.808,460,341.083
30,390.167,250.429,1334.364,1965.625,489.4,264.75,416.938,350.25,334.75,347.875,282.875,377.905,413.25,997.167,758.727,570.875,923,507.167,1494.25,706.833,1271.5,355.125,123.875,916.083,1106.167,482.5,398.583,326.75,439.273,351.375,437.625,404.727,885,572.111,239.333,338.375,523.812,592.125,375.125,777.875,366.938,245.143,489.7,591.062,797.125,339.952,370.429,482.125,2837.083,41.562,1651.062,1490.875,437.583,2845,207.583,833.583,795.438,714.333,278.81,679.375,529.222,174.5,3598.583,902.062,325.417,250.125,258.5,562.577,394.857,360.333
31,370.417,216.476,1074.909,2018.625,379.55,286,420.938,306.25,585.75,417.125,229.562,350.952,504.25,984.5,463.545,556.25,969.375,274.833,1129.75,770.917,1407.917,435.75,205.625,932.5,1032.417,456.083,322.167,341.688,520.818,237.25,607.25,276.364,921,632.222,306.333,424.5,483.75,515.875,365.75,766.125,329.125,321.286,446.3,523,898.562,398.095,338.095,502.125,1778.583,49.875,1744,1881.125,506.417,2775.75,218.667,873.25,727.375,819.833,246.381,667.562,395.333,215.188,2452.167,913.438,281.25,161.125,291.808,662.885,436.5,263.417
32,382.5,246.476,1211.455,2003,426.95,224.188,412.25,346.562,474.5,417,290.438,287,463.125,990.833,354.636,572.375,1001.875,427.333,1090.625,805.167,1290.417,406.75,128.25,981.167,926.333,491.583,403.333,358.25,427.091,262.562,534.125,327.455,837.095,528.889,216.583,322.75,470.062,559.25,387.125,930.625,307.312,322.381,434.25,512.688,829.125,452.333,306.048,449,735.667,46.188,1616.688,1559.625,378.917,1755.125,253.833,821.667,915.625,715.583,276.429,644.875,529.889,175.188,1030.833,792.062,289.167,262.375,219.577,636.231,425.5,361.25
33,327.625,264.429,1191.727,2117.625,448.8,231.438,447.562,315.562,429.875,499.875,357.75,301.19,534.5,979,356.364,577.25,933.625,423.5,1579.125,715.833,1123,392.625,105.5,826.667,860.083,488.083,407.417,388.375,343.636,269.375,610,309.818,777.524,795.556,269.333,409.875,370.062,525.75,296,735.75,357.562,277.714,460.85,609.688,853.875,405.81,360.19,441.25,489.5,40.062,1659,1602.75,469,1354.125,230.167,808.75,962.875,659.583,269.524,677.125,501.444,172.875,487.833,700.062,279.083,314.75,265.923,641.038,464,267.583
34,474.625,249.095,1222.636,2137,401.95,282.062,380.25,349.188,355.375,447.75,258.062,303.048,602.625,885.75,409.818,529.25,1005.75,364.25,1434,781.583,1409.5,415.125,169.875,771.917,964.333,463.917,314.417,319.75,368.182,248.375,466.75,347.273,808.19,600.778,244.833,307.75,524.25,608.375,317.875,888.5,362.438,346.762,435.45,537.062,895.438,539.048,394.524,466,531.917,49.375,1656.625,1752.875,487.5,1260.75,152.75,939.333,1084.75,528.833,336.143,671.438,353.667,245.312,600.583,854.188,315.833,307.625,260.731,766.423,385.429,277.833
35,461.5,257.333,1184.364,1905.375,410.7,248.5,408.625,317,490.5,480.5,239.812,294.952,462.875,931.333,302.727,680.875,870.875,468.417,1169.375,808.75,1245.75,408.875,168.125,797.75,858.417,566.667,363.667,385.062,379.818,322.188,440.875,317.727,740,577.222,289.5,384.375,515.562,519.25,376.125,590.875,343.875,318.524,360.05,560.062,881.938,2872.667,338.905,412.438,400.333,42.812,1673.25,1759,472.667,1134.5,268.833,953.833,886.25,670.083,262.762,698.75,426.111,208.625,453.5,915.875,304.083,306.125,284.077,683.885,435.286,276.167
36,427.625,275.619,1322.182,1840.125,473.85,206,358.5,257.688,505.25,468.125,275.438,335.905,562.125,903.75,464.909,543.375,1113.5,444.25,1377.25,837.417,1290.333,304.5,181,747.583,814.25,493.5,389.25,370.438,472.909,264.188,493.75,457.455,938.524,765.222,286.583,361.875,433.875,520,387.375,911.625,497.25,268.143,483.15,532.688,773.188,1936.571,362.19,378.125,592.25,30.312,1652.875,1722,498.833,1045.75,255.083,781.667,896.812,639.833,311.381,728.625,316,224.188,504.583,934.688,291.833,208.5,306.077,610.5,409.071,342
37,364.292,263.571,1273.091,1987.125,461.95,191.438,400.188,318.438,321.5,585.25,382.625,285.286,523.25,962.667,373.364,509.875,1174,480.583,1223.875,726.75,1345.75,442,130.75,899.083,1028.25,546.833,407.75,392.688,522.273,286.75,491.125,317.182,810.857,606.778,302.5,374,462.812,637.375,239.125,747.375,465.75,296.238,463.3,533.375,840.625,428.81,328.476,388.312,492.667,37.75,1555.375,1700.125,445.583,1234.875,266.583,801.917,779.938,670.833,261.429,797.938,474.556,158.312,565.083,946.438,258.583,285.75,263.885,666.962,482.429,406.583
38,425.25,267.19,1109.455,1932.75,426,219.25,397.188,349.438,326.375,497.875,329.188,445.143,474.125,947.583,390.636,602.375,823.25,370.5,1397.75,795.75,1320,500.25,125.5,947.75,941.917,418.083,453.417,363.875,491.636,264.938,500.875,388.818,791.905,706,300.75,323.625,388,445.25,286.75,843.875,799.938,332.19,470.8,585.625,950.875,477.048,348.524,411.375,586.083,41.5,1702.812,1959.5,462.583,1328.875,192,688.083,813.625,691.75,279,607.125,435.667,293.375,515.417,915.062,281.75,650.25,251.231,754.385,482.429,416.5
39,411.208,275.667,1179.545,2008.125,354.15,231,366.562,397,438,423.875,314.062,328.143,435.75,906.667,437.727,667.375,1078.5,486.5,1155.25,846.083,1400.917,561.5,63.875,779.75,921.833,531.917,274.833,304.688,466.364,355.5,456.375,358.273,930.81,648,337.5,351.625,414.25,555.375,357.125,648.5,2820.25,329.19,561.2,564.375,846,333.333,340.048,517.875,521.333,55.25,1701.062,1542,612.583,1110.625,245.167,849.75,701.188,639.75,307.429,606.25,337.111,180.438,442.417,797.562,291,2345.25,218.192,571.231,329.429,246.833
40,367.75,369.095,1221.636,2010.125,401.8,262.625,316.125,413.625,461,541.875,319.125,394.524,498.75,927.5,430.545,524.125,1091.625,458.75,1209.375,933.75,1397.167,486.25,164.5,983.5,882.417,464.583,372.167,332.875,431.455,354.25,501.625,413,866.238,657.444,284.333,295.875,385.562,576.5,421.5,793.5,2559.125,373,513.35,568.25,958.312,482.476,291.238,364.562,507.5,60.75,1658.25,1506.25,469,1259.375,234.5,742.167,850.812,640.083,252.81,790.188,375,184.938,525.083,867.938,286.833,765.625,253.5,661.077,500.071,228.25
41,446.5,294.238,1108.455,2140.25,409.4,198.75,412,405.625,338.25,512.375,313.75,299.095,575.25,919.667,433.636,591,933.125,423.083,1442.375,726.583,1313.917,518.375,134.75,715.917,965.583,558.25,410,403.125,416.727,320,482,325.909,812.714,630.667,347.583,301.625,487.5,381.75,315.125,781.5,574,289.952,523.7,498.062,778.438,426.095,355.667,371,479.667,29.75,1644,1544.25,530,1355.25,210.25,1035.333,789.125,661.917,288.333,883.062,372.889,237.562,547.417,974.688,289,266.875,252.885,673.808,444.5,289.167
42,373.875,277.095,1232.818,2157.875,450.5,203.438,407.625,377.938,418.75,534.875,322.688,271.238,540.25,816.5,380.182,551.375,929.125,440.083,1228.75,827.25,1241.167,441.375,196.5,893.917,923.833,433.75,428,389.812,469.455,312,484.5,251.818,847.19,661.444,404.583,424.625,447.688,535.875,359.75,854.125,405.812,302.286,468.45,488.25,864.188,364.19,393.571,397.438,540.583,58.875,1860.438,1642.125,533.667,1377.5,275.083,744,883.562,449.833,293.524,1076.062,350.444,218.438,610.667,1048.562,346.833,241.875,258.615,650.808,527.929,328.917
43,403.833,280.571,1220.818,1952.625,505.55,281.625,406.5,342.938,451.625,421.5,303.562,284.714,469.875,1025.75,374,410.25,842.75,489.083,1255.625,818.833,1385,478.5,163.125,885.75,875.083,481.417,392.583,349.938,382.636,307.312,591.5,337.909,852.381,633.889,284.667,422.375,463.5,417,261.125,801.875,369.562,234.19,438.7,519.688,740.688,434.048,387.333,381.75,540.083,23.625,1777.188,1598.75,430.417,1437.125,254.667,703.5,793.188,594,296.667,1022.812,319,162.438,509.667,970.188,340.667,159.875,278.769,585.192,504.929,346.5
44,431.75,240.143,1350.091,1776.125,421.8,325.688,329.312,414,478.5,667.375,364.062,283,543.25,927.583,417,608.25,894.25,469.167,1386.125,787.833,1399.25,385.375,209.875,904.583,824.75,605.417,490.167,367.375,432.273,252.688,421.375,296.636,796.524,721.889,316.25,312.25,465.625,564.25,331.625,798.625,336.625,281.143,406.3,604.75,942.75,335.238,352.714,475.312,623.5,36.875,1893.625,1776.625,458.417,1399.75,314.083,672.583,800.062,627.333,246.095,1159.875,417.556,133.25,633.667,901.562,273.667,232,228.577,676.462,407.571,349
45,347.25,230.381,1243.909,2180.125,397,299.812,402.125,333.75,447.875,546.875,259.562,296.952,469.625,974.083,416.182,587,976.625,415.083,1461.625,923.917,1361.917,443.375,159.25,811.833,1043.667,540.25,416.083,393.562,568.273,288.812,613.75,327.727,791.667,561.667,296,347.25,462.062,527.125,319.625,704.375,331.688,253.952,413.2,621.938,848.188,411.286,372.143,353.812,561.333,62.625,1626.062,1625.75,443,1073.125,254.333,767,720.125,659.75,250.381,1108.812,428.889,225.375,599.25,900.5,279.917,218.25,286.115,642.231,456.214,362.167
46,356.542,195.19,1120.091,2012,451.2,1922.125,465.625,363.438,466.75,617.125,321.25,379.667,554.625,970.333,477.182,560.25,913.125,523.25,1280.375,786,1292,478.375,143,850.25,885.917,448.833,455.917,384.562,453.091,329.875,473.25,286,808.048,639.556,265.917,417.625,502.438,535.5,260.125,724.375,289.562,252.476,434.35,510.812,845.75,394.381,371.095,479,605.5,64.312,1799.375,1760.375,526.083,1461,219.917,822,735.75,654.833,287.524,1417.938,350.333,179.438,612.833,932.438,263.917,171.5,349.731,645.038,442.786,339.75
47,417.125,236.905,1167.455,2036.625,382.65,1557.812,451.5,416.688,425.375,452.125,337.25,272.952,408.625,1017.583,433.636,593.125,923.625,414.5,1413.875,771.417,1382,479.875,171.125,894,954.75,475.5,477.083,457.188,420,349.125,402.75,388.909,931.143,660.556,341.167,348.375,498.312,593.125,226.125,771.125,436.375,313.952,443.8,551.688,956.125,406.238,344.333,394.438,616.667,40.062,1725.625,1633,541.75,1346.625,220.833,830.583,823.875,568.667,304.476,2235.688,343.222,185.688,505.25,892.5,257.25,241.25,296.923,725.538,467,423.833
48,413.5,300.19,1251.182,1909.125,420.1,1372.312,451.562,314.062,385,669.25,296.5,293.476,480,1012.5,356.545,500.875,997.375,417.75,1432.875,753.833,1504.75,427,142.625,907.333,817.333,421,373.75,305.75,411.727,361.875,412.75,321.182,859.81,594.778,287.917,253.75,485,617,302,812.875,367.625,316.381,485.2,592.375,913.75,432.381,351.286,417.25,596.5,55.562,1771.938,1631.875,557.583,1256.5,263.5,725.917,674.75,604,245.333,3596.062,379.111,206.312,550.583,796.688,300.25,196.625,321.423,628.846,422.357,312.833
49,421.542,278.762,1246.182,1996,401.2,589.562,381.125,330.5,319.625,834.25,254.938,321.333,449.5,1028.75,402.545,671.875,993.75,409.917,1311,942.333,1308.167,525.25,156.5,920.833,1030.583,487.917,560.417,365,504.091,293.125,573.375,480.455,847.857,735.778,363.167,376,464.5,577.875,325,767.25,340.25,284.762,408.5,627.312,988.5,439.571,395.762,397.312,551.583,36.688,1704.438,1604.25,640.167,1240.25,255.667,684.833,685.5,774.083,296.857,3451.688,356.444,196.938,367.917,865.312,342.667,305.75,286.577,632,433.214,290.083
