11,746.833,354,363.125,965.875,639,1442.111,794,1012.5,1813.833,971.375,560.273,637,1099.875,1781.125,606.5,960.167,1234.5,709.875,1639.875,797.833,1104.5,443.625,904.667,340.625,625.75,505,307.833,727.556,486.375,726.556,629.5,897.25,1606.35,421.417,458.625,306,307.875
12,683.583,340.375,321.5,1141.25,641.091,1247.889,869.125,952.75,1643.667,912.5,397.182,602.083,924.375,1579.5,479.75,802.5,1257.667,675.188,2063.875,851.833,1018.625,492.5,824.583,368.312,491.125,474.875,294.25,773.222,502.875,750.667,726.25,1161.5,1544.75,353.333,475.375,346.875,350.125
13,686.333,276.5,318.25,1090.25,669,1512.667,931.5,1027,1599.25,995.625,459.727,833.167,1123.375,1349.5,559,737,1149.75,646.438,1927,762.167,1077.625,448.625,943.167,304,624.75,337.875,412.917,776.556,580.25,782.667,848.5,1029.5,1393.15,435.25,537.438,375,383.875
14,671.833,437.375,377.375,986.875,595.545,1260.667,649.75,1165.875,1639.417,866.625,502.636,592.083,1076,1799,617,970.167,1238.833,772.312,1972,818.667,1093.5,500.25,1008.333,370.75,572.375,456.875,323.167,696,586.125,787.778,819.125,960.375,1568.75,387.333,530.062,424.5,294.375
15,740.917,398.75,363.875,1016.375,575.455,1167.444,868.125,1017.375,1681.25,869.375,553.273,775.083,1146.125,1371.75,615,848.333,1289,661.562,1477.625,712.083,1169.625,392.5,987.75,242.25,449.25,485.75,352,833.444,385.375,743.889,757.25,984.25,1438.75,410.25,487.562,268.625,340.75
16,684.583,321.125,369.5,1052.25,752.727,1382,813.25,1159,1690.333,1166,432.636,843.25,1035,1278.375,498.625,772.833,1263,753.5,1711.125,685.5,928,442.625,955.5,348.938,598.125,463,298.167,777.444,548.5,815.667,843,1130.25,1507.1,436.917,522.562,300.75,327.375
17,689,400.375,283.25,1063.125,527.818,1264,684.375,1002.375,1683.083,1077,502.545,735.417,956.625,1640.25,603.875,757.833,1202,664.188,1605.375,919.833,998.75,395.125,1161.333,256,525.625,485.5,333.417,624.889,557.25,808.556,944.625,918.125,1482.7,425,469.5,313.75,287.5
18,812.75,378.75,385.75,798.625,516.909,1307.667,911.125,962.75,1671.917,955.75,339.455,717,1061,1354.875,587.25,796.833,1274,659.125,1832.5,810,1289.375,568.375,909.667,257,640.5,426.125,324,724,461.5,746.444,971.875,1030.625,1589.65,364.333,575.062,294.375,315.25
19,753.833,417.875,379.75,986.75,731.455,1530.778,918.375,1194,1504.667,934.25,380.364,754,953.75,1433.25,484.875,781.5,1275.833,677.625,1871.25,761.417,1194.375,527.875,888.5,389.875,484.875,521,334.083,625.111,629.875,851,689.25,1158.75,1403.05,318.667,482.75,367.875,360.75
20,705.75,392.125,358.625,831.875,745.727,1133.333,960.125,1014.25,1496.75,817.875,369.364,882.083,1070.25,1558.75,487.875,1064.667,1297.833,606.312,2043.75,805.417,1189.25,520.5,903.5,349.625,468.75,587.375,390.583,556.333,531.875,731.667,776,945.75,1472.5,460.5,537.938,258.25,306.875
21,649.917,455.875,444.5,984.125,610,1294.889,831.375,1143,1717.333,1014.5,420.364,789.083,1088.625,1463,473.875,816.833,1199.583,687.938,1747.75,799.25,1044.5,396.5,1002.5,366,607.5,394.75,281.417,884.556,559,933,675.375,1192.75,1554.95,233.917,508.062,235.5,242.75
22,674.417,548.875,429.125,947,644.091,1354.889,744.75,979.625,1716.75,893.875,432.455,723.25,1128.25,1398.75,672.75,904,1195.583,636.188,1896.125,726,1117.5,529.25,984.75,305.688,568.75,472.125,275,739.111,526.5,931.444,744.375,1044.875,1630.85,453,533.188,362.75,308.5
23,826.917,638.75,399.125,1098.75,830.818,1375.444,613.375,1098.125,1825.083,1035.375,530.545,673.833,898.5,1141.875,600.375,793.833,1424.833,708.688,1768.125,805.5,947.75,475.125,993.25,366.75,415.25,487,314.25,760.667,568,863.556,715.5,1125.875,1568.45,365.417,580.312,363.375,292.625
24,850.917,546.375,485.875,1047.5,591.273,1328.444,740,1264.625,1726.417,1094.5,601.818,848.333,1086.5,1468.875,674.25,719.667,1290,757.625,1497.125,970.083,1116.75,464,1022.25,389.875,541,521.125,388.5,714.556,615.625,933.778,907.875,869.875,1626.05,352.583,577.062,328.375,325.875
25,623,693.375,478.75,1064.125,720.909,1330.111,719.5,1279.5,1834.667,858.75,462.636,839.333,1054.5,1626.625,593,750.5,1367.583,678.812,2009.625,860.167,1074.5,520.875,926.417,296.062,598.375,436.375,326.25,839.556,505.625,898,829.625,1170.125,1797.8,415.333,519,355.875,223
26,633.583,603.875,303.125,1030.875,513.091,1249.333,891.875,1052.625,1774.75,972.25,411.545,677.667,996.875,1579.125,588.875,856.833,1258.5,764.5,2088.375,908.083,1223.75,429.125,1073.167,345.312,470.25,447,334.167,687.667,587.375,821.556,928.875,785.125,3258.85,327.417,517.938,342.75,353.75
27,731.25,622.5,358.875,888.25,581.636,1321.778,968.75,1143.875,1512.75,973,630.091,799.417,1179.375,1141.625,639.375,866.167,1241.333,709.562,1728.25,781.75,1018.5,462.25,913.75,341.75,359.5,522.25,350.083,728.333,424.5,1047.889,763.25,1035.375,3590.45,338.25,552.312,302,275.625
28,651.75,412.125,407,921.875,612.545,1294.778,723.75,995.25,1687.417,989.125,423,824.75,1118.625,1364.625,557,842.667,1232.25,636.875,2097.375,834.25,1241.25,427.125,986.667,249.375,368.125,459.125,469.417,813.667,549.75,863.778,710.875,1062.125,3833.95,453.167,450.875,292.625,366.375
29,799.333,346.5,332.125,1028.375,575,1494.444,691.875,1124.375,1598.5,882.875,497.091,706.333,971.375,1288.875,685.5,924.333,1392,712.438,1866.75,902.167,1077.125,628.875,977,369.438,529.25,520.625,368.167,852.778,577.25,843.667,764,963.25,3056.9,392,549.562,465.625,314.25
30,731,584.5,313.875,1266.375,739.727,1405.667,657.75,1218.875,1600.333,1038,425,780.5,1216.125,1290.5,590.875,727.833,1263.417,708.75,1951.125,952.333,1178.125,398.75,997.5,287.125,455.75,448,304.833,726.556,446.625,942.889,965.625,1034.375,2476,476.333,452.375,256.5,387.375
31,783.833,505.625,330.625,958.25,583.545,1496.667,835.25,1164.625,1770.75,782.25,582,803.5,1054.375,1457.875,643.125,819.167,1182.333,732.75,1845.5,1163.25,1148.75,519,1075.083,339.938,443.375,559.25,304.75,668.111,490.75,814.889,916.875,1185.375,2386.1,316.833,606.938,316.875,259.25
32,765.75,366,350.75,957.375,729.455,1408.222,701,1204,1709.833,859.25,437.364,883.583,1239,1102.875,441,952.667,1165.583,691.5,1757.875,1666.417,810.5,427.125,930.333,341.25,640.125,405.5,371.167,720.111,453.625,787.222,787.375,1104.75,1841.4,342.417,583.812,291.25,395.75
33,594.333,376.5,277.5,1012.25,684.455,1399.222,846.75,1345.25,1778.75,879.75,372,794.25,1116.375,1455.25,558.875,841.833,1100.917,801.125,1710.5,4075.167,1682.125,389.625,1152.167,313.438,456.75,515.875,286.5,722.556,374.75,984.556,869.5,948.5,1825.65,394.083,586.812,365.875,323.125
34,748.833,444.25,360.75,1052.625,718.636,1299.556,860,1235.375,1758,1086.75,481.273,811.5,1305.75,1254.875,646.375,918.667,1342.167,801.312,2012.625,4095,1500.5,423.375,923.75,377,651.125,518.125,262.917,629.444,450.5,895.222,781.75,1084,1630.8,434.667,575.875,279.875,377.5
35,731.833,370,436,907.5,639.455,1290,776.5,1102.375,1594.583,1217.75,490.727,939.833,1121.875,1324.875,599.5,795.833,1011.167,772.312,1722.875,1757.25,1126.375,444.625,1048.25,416,421.375,309.875,371.75,718.556,615.625,791.444,1018.75,1058.875,1801.95,420.75,509.062,293.125,315.125
36,956.583,346.25,394.25,1010.125,718.545,1297.556,758.25,1133.125,1642.833,1026.625,475.636,847.917,1211.625,1232.25,710.375,1159,1187.333,746.312,1891,954.25,1155.75,367.375,888.417,289.188,784,448.5,347.417,731.889,474.75,981.222,938.25,971.375,1724.4,343.333,544.125,281.875,396
37,642,436,314.25,1034,618.273,1481.111,927.375,1171.375,1581.417,1121.375,492.636,754.417,1020.75,1225.25,475.375,960.167,1172.25,631.812,1976.875,802.5,1202.375,308.875,979.917,376.688,499,499.125,272.833,738.333,493.5,901.556,888.875,1134,1624.35,474.75,516,295.375,328.625
38,807.917,437.875,378,870.5,633.182,1221.444,850.75,1186.375,1803.25,789.375,519.636,772.417,1082.75,1315.25,656.625,841,1113.25,671.25,1885.625,854.25,1022,520.625,1033.75,431.938,600,588.125,309,671.111,438.875,996,946.5,1152,1633.1,413.25,606.75,382.75,273.5
39,658.25,491.75,250.5,846,742.818,1291.111,770,1201.75,1756.5,1049.625,521.273,667.5,985.5,1364.25,601.75,1045.333,1281.667,792.812,1908.25,724.917,926.875,536.5,1039.083,358,429.125,567.375,430.75,693.111,376.625,788,1012.375,1089.875,1432.3,458.083,562.438,366.25,304.5
40,669.417,458.25,407.5,825.125,624.182,1228.333,785.125,1344.25,1680.917,1011.125,375.636,787.667,1058.375,1284.25,474,686.833,1140.5,720.75,1749.125,787.75,1544.625,515.875,921.417,355.688,602.75,541.875,276.75,683.333,456.125,769.333,818.375,1177.875,1635.85,396.167,583.812,261.25,426.375
41,649.5,414.25,436.5,1085.75,566.091,1232.333,893.125,1099.625,1688,897.25,446.909,740.417,1261.125,1179.875,663.375,919.667,1303.25,742.938,2046.625,854.917,1176.875,486.25,1029.583,349.5,403.25,378.125,270.25,794.556,473.5,830.667,1007.375,973.75,1808.75,282.25,643.75,241,374.125
42,655.5,387.875,410.5,1004.125,624.727,1304.222,1044,1182.5,1763.333,1176.5,539.273,860.75,1258.125,1381.75,474.625,1038.667,1337.917,705.688,1737.875,730.167,1836.375,510.375,943.917,293.5,445.5,485.25,325.833,692.556,543,791.444,973.25,1100.375,1527.4,431.5,534.438,402,205.25
43,822.25,445.375,311.5,1014.875,653.727,1445.889,681.375,1078,1789.75,1746.625,477.182,607.333,1170.25,1376.375,566.25,951,1366.917,684.562,1884.125,901.167,2518,496.875,1144,267.312,572.625,412.5,297.167,709.778,567.625,836.111,751.875,1095.75,1784.05,427.583,506.312,317.875,314.5
44,769.583,358.875,266.375,982.875,723.909,1386.889,944.875,1102.25,1601.25,1356,409.636,843.417,984.75,1193.125,556.625,784.667,1195.75,759.938,2068.125,711.25,4013.75,577,1014.083,354.125,447.625,521.625,259.667,600.889,561.25,860.667,815.5,1038.25,1563.05,391.917,540.75,388.25,315.875
45,639.667,517.875,267.875,967.5,634.636,1100.889,911.875,1384.375,1702.5,3344,459.545,991.75,1078.125,1357.625,745,936.667,1219.167,652.125,1988.125,853,2948.125,457.625,971.583,297.438,497,570.25,295,733.889,636.75,842.111,878.5,1105.625,1518.3,319.333,576.125,292.875,270.5
46,834.083,555.25,347.125,1081,604,1332.444,846.125,1193.875,1829.75,3131.75,508.455,836.667,1223.875,1491.75,574.5,884.5,1141,776.438,1904.75,834.667,1409.25,508.375,1115.25,348.25,603.375,502.625,352.083,755.778,535.75,997.111,703.125,1093.125,1669.05,425.75,539.062,279.75,354.125
47,773.667,331.625,297.375,1019.625,854.545,1373.778,953,1223.125,1666.5,3103.5,426.182,685.5,1210.625,1420,723.25,786.833,1228.667,719.812,1923.5,896.083,1273.375,478.625,1026.083,325.375,538.875,463.875,266.667,792.889,558.75,812.333,779.625,1102.625,1530.35,443.75,545.375,283.375,297.625
48,722,372.125,209.625,1108,700,1200.333,691.875,987.375,1758.75,3373.5,400.364,757,1186,1431.25,402.625,967.667,1370.917,703.75,2062.375,850,937.875,480.5,852.917,331.5,520.5,508.875,317.083,643.333,426.875,983.889,851.25,1022.125,1489.2,472.667,474.125,277.75,222.375
49,905.917,364.875,412.25,1087.375,624.818,1305.444,812.125,1018.75,1636.583,2563.875,470.364,705.083,1233.375,1251.5,541.5,938.5,1129.667,622.188,1713.75,846.417,1040.125,512.625,1007.083,372.75,448.75,584,389.417,783.222,444.375,709.556,1065.5,914.375,1459.55,392.417,612.312,280.75,359.5
50,769.417,413.375,343.125,839.625,606.091,1237.667,778.75,1123,1727.583,1555.5,481.727,752.583,964.5,1392.25,675.25,1010.667,1217.833,637.312,1837.75,888.333,912.25,421.625,951.25,294.875,604.375,501,399.333,693,483.375,967.667,678.25,989.875,1564.9,369.333,602.75,380.125,244.25
51,721.75,444.375,267.25,942.625,660.273,1321.333,946.375,1356.75,1884.833,921.875,389.182,861.25,1389.625,1290.625,565.125,828.167,1195.583,633.062,2042.125,849.75,908.5,411.5,901.583,382.938,561.375,495,338.917,654.333,349.25,748.333,831.25,1169.125,1556.3,368.25,544.438,346,332.375
52,782.583,490.5,367.875,1002,620,1347.778,863.375,1395.875,1733.5,998.875,456.727,811.667,1295.375,1259,779.125,1018.5,1303.167,752.688,1895.125,767,976.5,509.75,1088.5,365.125,439.875,519.625,305.417,612.889,499,785.444,631.75,1108.375,1604.95,457.667,517.812,415.25,273
53,812.583,302.625,500.125,1041.25,734.545,1439,870.625,1277.5,1715.5,1238.625,415.636,783.25,1318.25,1437.625,671.875,797.167,1250.917,861.25,4095,828.417,995.375,645.25,1059.917,368.688,661.25,559.625,406.333,809.778,435.5,995.667,757.75,1045.875,1602,427.083,523.062,294.5,337.375
54,693.917,382.125,351.875,1072.125,595,1183.333,676.375,1137.5,1926.167,1099,500.364,809.75,1222.125,1721.375,569,918.833,1130.833,769.438,4095,810,963.625,357.125,804.75,302.875,609.125,477.875,326.083,672,543.5,721.889,730,1184.125,1544.7,464.417,509.188,240.25,259.75
55,629.083,370.5,338.375,936.75,629.455,1422.889,831.75,1456.375,1794.25,1091.375,490.182,817.083,1196.125,1312.875,653.875,1148.5,1180.083,675.312,4095,895.583,931.5,482.375,1295.667,379.438,563.125,606.5,281.167,836.444,410.125,804.111,659.75,839.375,1593.8,436.917,650.312,293.5,376.875
56,770.25,453.25,296.875,916.125,546.727,1362.111,949.875,1158,1605.25,1058.125,511,685.667,1294.75,1462.875,650.625,893.833,1187.417,711.875,4095,906.75,1099.875,406.25,930.75,373.438,559.625,513.125,290.667,832.444,458.375,817.889,940.375,1079.625,1700.85,398.333,497.188,237.625,311.75
57,798.583,353.75,311.625,1014.75,863.909,1257,865.5,1324.375,1531.833,911.75,492.182,790.417,1266.5,1243.5,659.125,1072.333,1123.417,702.938,4069.125,791.833,1013.125,642,903.333,333.312,473.25,465.625,350.333,809.778,491.5,772.333,880.75,1016.75,1635.7,310.75,459.875,286.375,297.5
58,877.833,422.125,342.125,854.375,773.273,1478.667,1118.625,1274.25,1693.167,1003.75,593.818,807.083,1363.75,1420.875,717.875,912.667,1332.583,648.312,3946.625,938.25,992.625,547.375,1098.833,301.75,500.25,623.875,314.583,731.778,524.125,797.444,772.125,914.125,1458.1,468.083,521.5,336.625,428.5
59,923.667,450.25,359.875,1027.875,692.091,1262.667,831.5,1116.5,1596.25,1032,488.182,675.417,1358.875,1200.25,555.5,937,1214.083,679.125,3898.5,746.167,880.75,513.625,1157.25,311.438,611.125,431,372,625.111,586.25,835,690.25,1078.75,1731.8,367,515.125,211.375,487.125
60,783,419.5,401.25,1049.875,747.545,1321.778,648,1314.75,1796.75,1118,532.545,627.333,1222.5,1446,418.875,846.667,1154,909.25,3695,850.583,1168.875,530.625,899.25,386.438,467.625,490.25,323.167,707.778,561.5,849.667,844.875,945,1520.6,393.667,453.375,313.625,266.25
61,574.75,376.5,313.25,1024,552,1319.333,867.375,997.25,1585.75,1024,578.091,748.833,1466.25,1488.875,796.5,1042.167,1119.417,780.375,3532.875,758.333,1150.25,612.875,1097.333,381.25,561.125,530.125,305.333,705.444,427.25,897.444,767.75,1221.5,1600.25,489.083,567,279.875,267.5
62,737.5,379,325,1117.125,817.364,1215.222,810.875,911.875,1749.5,966.875,502.182,972.833,1117,1356.625,642.75,789.5,1242.417,779.875,2812,773.667,935.875,474.625,1089.083,342.5,610.625,564,393.917,680.222,572.375,739.667,772,1273.75,1723.4,293.083,600.312,371.125,294.5
63,619.25,382.125,416,883.25,641.818,1161.667,791.75,1213.25,1742.083,985.25,417.273,832.833,1201.5,1492,702.75,883.333,1133.167,760.062,2392.25,744.333,1165.625,628.5,967.083,318.625,600,478.875,369,630.778,565.75,876.556,760.125,972.25,1548.9,384,518.188,367.5,281.75
64,706.917,323.125,390.25,735.875,708,1439.778,857.625,1146.625,1644.417,954.375,478.273,667,1371.125,1278.125,530,801.5,1320.333,693.375,2103,944.25,1072.125,517.25,1023.083,312.062,596.25,524.375,298.083,583.444,501.625,727,899,1116.875,1731.9,399.917,515.25,280.25,337.625
65,768.5,418.375,347.875,939.875,787.818,1261.222,732.625,1163.75,1598.25,1148.375,503.818,759.417,1216.625,1362.625,652.875,804,1248.833,694.625,2356,913.583,1059.5,593,1005.5,449.25,614.875,365,358.583,712.222,456.75,797.778,711.75,1032.375,1686.1,464.5,479.062,323.625,199.5
66,720.667,282,287.25,1039.125,663.364,1160.778,798,1305.375,1853.333,961.5,478.636,634,1231.125,1335,751,819,1101.083,659.375,2008,746.333,1113.875,510.125,1068.5,337.125,595.75,475.75,411.833,613.333,570,908,812.5,1172.5,1671.9,357.167,486.938,269.25,402.25
67,895,460.125,347,905.875,537,1228.778,931.75,1178.375,1481.167,1147.625,534.364,698.25,1270.375,1464.625,604.5,969.167,1261.833,780.562,1796.125,867.917,1156.75,626.125,1001.083,376.188,497.875,698.5,409,764,514.125,1060.111,815.25,1140.125,1596,346.5,356.938,279,380.75
68,863.167,425,336.125,1054.125,631.545,1301.333,934.75,1306.75,1581.167,1180.375,472.818,640.833,1275.75,1378.375,631.25,926,1258.833,738.875,2089.125,957.25,1084,442.625,960.083,414.312,516.375,635.875,420.333,826.667,460,896.222,742.125,1143,1486.85,482.917,468.75,328.625,328
69,1956,394.75,295.75,981.125,763.182,1327.111,709.625,1266.375,1749,993.125,444.455,635.667,1163.25,1274.125,732.875,1003.5,1179.333,715.062,1811.625,901.583,996.875,430.75,926,278.062,526.75,437.625,308.583,770.222,543,1009.222,856.5,1163.75,1592.75,322.75,529.625,230.75,431.125
70,3487.333,285.125,328.625,1091.75,649.545,1241.556,899.375,1195.75,1766.917,1061,605,803.917,1412.75,1458.75,573.125,761.333,1258.417,698.25,1985,952.917,1139.625,387.5,945.083,351.125,590.375,551.375,285,849.333,410.25,782.778,748.25,1175.5,1733.8,460.333,623.125,301.75,261.5
71,4072.25,359.5,319.75,1054.5,715.364,1336.222,878.875,1170.625,1757.917,1021.25,485.909,730.583,1302.75,1601.125,617.5,793.5,1213.583,692.938,2202.25,914.417,904.25,541.625,975.583,353.438,534.625,546.25,385.583,536.667,399.125,929.222,813.75,1032.75,1712.1,372.25,595.188,243.25,277.125
72,2851.083,490.625,307,1016.25,775,1466.556,1030.625,1133.25,1596.5,825.5,454.727,825.333,1248.25,1404,654.375,784.333,1119.167,700.312,1654.5,618,989,607.25,1008.5,333.375,594.625,587.75,294.75,759.222,522.25,1027.667,781.125,1146,1623.7,362.583,562.062,393.875,332.125
73,820.083,388.5,332.625,946.875,628.182,1241.333,862.875,1338.375,1542.417,1069.875,595.636,718.417,1449.625,1302.25,533.875,888.833,1282.25,648.875,1974.5,941.833,1134.875,517.375,1052.167,292,621.75,469.5,310.917,849.333,378.375,1062.222,921,1021.375,1587,427,569.625,283,253.5
74,666.417,455.625,347.125,925.875,705.545,1216.778,740.5,1104.5,1578.417,1072,426,682.25,1245.625,1602.625,604,922.167,1064.667,692.812,1798.875,949,1054.375,520.75,1045.167,275.125,540.25,559.375,390.083,875.444,420.5,991.222,758.25,1268.375,1518.9,382.417,552.688,316.875,339.125
75,728.333,385.75,262.375,1029,725.909,1352.778,1099.375,1229.625,1550.417,933,478.364,737.667,1291,1502.125,487.875,927.5,1115,746.812,2038.625,896.167,889.75,609.625,926,386.625,515.875,469.625,348.583,798.333,617.5,931.778,917.375,1347.125,1644.75,338,521.188,259,205.75
76,676.167,451.875,350.75,832.875,649.909,1321.222,961,1185.875,1746.5,1098.375,502.091,743.75,1492.875,1497.875,547.75,864,1512.25,672.438,2154.5,862.25,1002.375,545.625,933.667,372.062,563.375,548.875,342.583,742.889,531.125,919.222,853.75,1185.625,1545,394.583,518.438,404.75,366.375
77,765.25,486.625,254.875,1030.375,748.273,1358,873.375,1165.625,1728.083,936.125,402.818,847.917,1208.75,1242.25,556.25,970.833,1206.667,670.375,2035.75,993.5,959.75,557.125,980.333,384.688,607.25,555.125,322.667,808,502.5,860.111,878,1141.5,1580,314.25,561.5,266.125,482.125
78,747,446.875,400.125,1086.625,664.636,1234.333,965.625,1229.875,1663.417,993.25,577.636,771.917,1121.75,1298.375,719.5,788.167,1046.75,661.25,1889,908.25,1206.75,606.125,1017.833,350.562,735.5,543.375,340.167,723.778,532.5,719.444,931.5,1401.25,1666.45,390.75,481.562,347.5,365.875
79,745.583,448.75,321,1086.375,743,1306.111,858.625,1107.25,1642.583,1162,484.455,941.083,1346.875,1071.75,627.75,769.167,1282.667,795,1894.625,877.167,954.375,635.25,954.417,358.125,474.75,383.625,415.083,765.556,342.75,857.889,621.875,929.75,1516.45,386.75,509.75,291.375,321.875
80,686.25,539.5,425.625,1026.125,793.091,1350.889,1011.75,1162.625,1764.667,1022.625,447.727,720.833,1386.625,1166.125,636.5,1088,1205.083,705,1672.875,907.333,1215.25,410.25,1040,357.562,532.625,456.5,390.167,738.667,503.75,768.333,935.625,1194.875,1628.95,407.667,507.062,330.375,285.5
81,786.333,535.375,351.5,1024.875,674.364,1249.778,943.375,1151,1870.5,1047.875,518.909,725.833,1307.75,1268.375,669.75,724.333,1285.5,774.75,1708.5,909.333,1058.125,460.125,1154.5,458.062,428.5,558.25,275.667,849.444,566.875,774.222,913.25,1095.25,1546.75,354.917,506.125,257.25,434.125
82,675.75,353.25,350.375,983.125,715.273,1243.778,896.375,1087.375,1689.917,921.125,532.455,868.167,1211.25,1143.875,449.75,1116,1257.75,782.562,1854.125,827.917,1072.5,647.125,989.833,368.375,684.625,471.625,378.417,764.222,527.5,860.667,867.25,1172.875,1484.15,391.75,571.938,256.125,478.25
83,725.167,513.125,345.125,996.125,833.273,1445.889,794,1118.375,1533.5,1190.5,508.545,751.833,1306.625,1446.75,527.75,926.833,1248.25,644.812,1882.25,785.667,1496.25,668.625,1002.833,346.188,487.5,485.25,395.25,820.444,389.125,908.333,959.75,1007.125,1409.6,495,554.375,319.25,313.875
84,844.5,522.125,349.875,1162.5,825.636,1347.556,895.875,1218.625,1568.417,1003.875,420.818,726,1439.25,1345.25,564.125,939.667,1166.917,751,1767.75,822.667,1315,463.375,892.583,350.812,692.75,528.25,371.833,649.667,431.75,865,809.375,1116.625,1637.35,434.417,473.5,302.375,354.875
85,752.917,739.5,449.25,1299.75,692.727,1354,1026.5,1119.875,1799,1085.5,428.455,748.5,1574.75,1369.5,560.375,811.667,1236.75,715.875,1985.125,801.917,1309.375,407.625,1032.333,366.438,493.125,657.25,343.417,693.222,492.25,994.667,834.625,1229.5,1656.45,449.25,586.062,215.625,404.375
86,633.583,677,414.125,1185.25,696.727,1309.778,737.625,1001,1627.667,1196.875,540.273,764.083,1303.25,1187.25,520.75,1053.333,1371.417,829.188,1681.25,845.75,1713,556.5,1092.25,401.5,606.125,439.25,475.083,809.889,465.625,947.333,824.625,1214.75,1505.6,391,529.875,223,356.875
87,802.667,509.25,300.5,896,692.818,1152.111,885.625,1246.625,1600.167,1368.75,476.182,912.5,1532.75,1272.375,710.25,950.5,1458.333,761.562,2051.75,887.25,1452.25,487.375,903.5,399.938,525.5,534.125,408.417,718.889,547.75,857,782.375,1157,1550.1,584.5,567.688,283.125,402.875
88,654.333,817.625,376.25,922.625,585.091,1264.667,920.375,1240.5,1685.583,2136.125,400.455,830.083,1454.75,1322.875,564.125,885.167,1156.917,702.062,1564.5,803.417,1374.75,425.25,1248.083,362.562,580.125,496.25,385.583,787,480.875,895.444,842.25,1365.875,1453.15,500.25,521.062,272.75,334.625
89,797,735.625,396.5,896.375,617.364,1156.222,785.25,1106.375,1244,1597.25,570,731.083,1345.75,1288.125,754.875,856.5,1117.25,784.25,1640,859.5,1800.375,559.75,1201.917,352.812,596,559.75,309.333,615,504.75,859.667,1044.5,1028.375,1551.1,428.667,484,223.625,287.125
90,711,654.375,304.75,957.5,625.727,1348.111,1066.375,1240,1528.083,1303.875,441.818,737,1273.875,1508.875,722.875,933.667,1186.667,637,1889.75,995.5,1273.625,481.375,1174.167,363.625,678.875,516.375,380.083,789.333,532.875,968.333,691.375,1193.5,1488.05,407,522,285,285
91,830.583,414.25,388.75,976.75,785,1497,975.5,1230.5,1715.25,1066.375,490.818,846.75,1381.375,1456.875,544.5,972.167,1327.667,715.812,1886.75,866.833,1786.5,558.625,1020.833,433.25,598.75,499.25,441.333,658.111,450.75,943.556,869,1154.5,1626,402.5,501.562,359.25,408.625
