1,1357.688,331.562,711.762,968.812,480.75,927.333,1061.125,1478.583,729.636,906.688,410,1211.095,511.125,688.312,577.438,544.188,578.188,430.833,1245.3,691.143,368.25,502.125,1022.091,547.154,2095.688,776.778,364.5,704.188,567.083,465.25,830.188,437.75,423,445.438,516.625,1535.062,402.667,530.375,730.375,680.692,1008,759.25,608.111,848.5,545,454.125,650.938,1320.375,1045.667,1004.625,890.55,379.062,804.857,422.833,519.25,447.095,463.938,1762.188,309.097,301.6,894.562,647.25,435.562,889.125,249.75,1456.25,588.562,2112.5,1064.905,349,329.5,1522.5,502.917,520,937.75,2145.25,559.444,1697.875,1500.083,2215.143,731.375,719.833
2,760.562,607.125,912.143,1234.375,218.417,1051,975,1416.333,487.273,1011.938,649.812,1203.048,538,714.438,598.438,463.875,801.438,458.667,1125.55,606.238,414.312,428,982.273,596.692,2305.375,956.111,272.25,753.312,349.25,784.5,706.25,463,303.75,283.875,532.062,1515.125,325.083,745.375,967.875,693.962,663.667,831.333,882,530.917,845.727,686.812,733.312,1134.438,662.667,949.125,906,346.812,901.286,403.75,895.75,804.714,362.75,2147.5,293.581,405.1,857.188,776.562,478.875,997.188,270.375,1055,812.062,1920.25,950.429,529.625,406.625,1701.312,488.25,648.25,1161.438,2076.417,669.778,1764.75,1682.917,1948.762,492.125,489
3,741.594,468.312,780.476,1315.25,375.167,943.222,1110.25,1097.417,545.091,944.875,543.875,1160.143,365.625,728.438,746.125,396.125,674.25,418.083,1151.75,594.286,371.812,419.75,1015.909,379.5,2162.625,867.778,358.417,545.938,335.917,631.75,600.75,397.5,406.333,380.938,344,1560.812,499.5,351.375,549.5,648.577,564.333,854.667,1000.667,724.083,867.909,668.312,816.438,1384.625,707.111,716.25,1034.95,229.188,695.429,428.667,593,578.429,412.75,2177.125,323.323,328.8,1177.5,685.125,412.625,1013,185.375,609.75,852.062,1942.25,880.952,524.625,443.875,1388.75,792.5,550.875,959.25,1815.167,371.889,1493.5,1541.417,2204.905,448,620.417
4,472.531,486.25,750.143,1135.062,221.75,952.778,840.875,1366.833,469.818,1227.875,496.125,1223.857,449.75,680.5,553.438,445.125,559,448.292,1308.7,664.048,397.75,349.125,787.636,410.462,2079.688,1151.889,393.75,766.625,332.083,728.062,647,529.625,428.667,337.375,372.625,1297.312,338.833,480.125,706,733.154,818.778,955.75,504.778,785.167,745.727,686.688,743.188,1037.812,965.111,641.75,946.15,361.812,711.429,474.5,869.333,491.476,335.812,2135.312,196.226,313.05,819.938,788,467.688,1044.562,347.75,931.5,831,1549.75,814.095,264.375,371.25,1441.062,665.667,725,836.438,1908.25,738.667,1412.375,1764.75,2026.429,619.25,720.083
5,475.094,531.5,838.381,1106.188,382.167,764.444,886.5,1198.167,417.545,1060.125,585.75,1011.19,360.5,910.375,728.812,589.062,657,525.125,1010.45,540.476,387.625,313.25,960.182,511.077,2142.125,922.667,327.667,509.25,456.583,524.312,504.562,561,329.417,494.562,465.312,1512.25,439,552.875,851.125,740.615,870.444,691,726.333,716.083,577.091,721.562,674.188,1248.812,835.889,725.25,874.4,450.125,643.524,618.5,581.25,483.619,411.938,2211.438,305.226,324.9,831.25,797.812,452.812,1198.062,216.75,1183.5,606.25,1956.625,907.19,227,464.625,1777.375,571,466,973.312,2121.083,513.111,1463.438,1709.583,2207,688.75,719.667
6,480.75,478.438,762.714,1162.188,157.25,1588,1103.25,1286.5,334.364,785.75,558.5,1327.667,582.375,624.25,640.438,376.188,662.625,494.833,1003.8,531.238,295.625,437.5,1000.545,527.692,1966.75,701.111,278.833,512.812,535.167,460.5,598.875,315.375,428.75,470.125,423.688,1210.625,566.083,715.25,841,684.769,669.111,786.917,3162.778,901.333,595,558.562,650.25,1398.688,863.556,628.25,889.4,282.875,607.095,578.333,725.75,646.667,381.125,2097.625,250.774,267.15,906.812,703.875,446.938,1113.625,219.25,1316.375,621.25,1622.625,889.714,292.25,300.875,1867.5,776.583,560,819.562,1792.5,756.222,1696.812,1771.417,2123.619,593.125,547.917
7,520.719,542.062,684.333,1124.812,157.5,1117.667,1428.375,1684.25,371.818,1021.688,737.812,1137.952,765.125,664.062,723.188,565.25,887.75,516.042,1078.95,770.81,328.375,377.5,1162.091,485.423,1930.062,884.889,509.25,539.625,328.917,465.25,663.312,384.75,543.583,308,404,1545.062,314.667,551,811.125,570.423,629.556,643.25,755.667,723.167,666.091,737.812,722.5,1640.25,899.333,878.5,1029.95,309.562,682.476,533,797.083,715.952,396,1745.375,217.355,262.95,844.062,670.438,371.625,871.125,166,1221.75,459.312,1465.625,922.524,352.875,446.125,1614.125,503.75,604.125,1052.062,2415.083,681.889,1717,1807.083,1853.571,658.625,700.333
8,469.156,608.438,770.19,1025.562,355.333,842.556,1763.25,1113.25,463,816.312,2011.875,1235.286,618.125,758.125,563.188,426.812,665.562,426.833,871.85,651.571,256.5,338.25,903.909,393.346,2189.5,819.222,450,532.812,273.083,648.125,747.938,359.75,399.083,341.938,444.125,1403.688,425.75,661.875,438,762.038,648.889,598.583,563.444,641.25,628.364,460.5,821.188,962.688,1031.556,797.125,611.8,218.938,769.714,688.333,888.333,582,363.312,2397.438,297.742,350.5,886.188,621.562,404.938,769.438,344.875,726,782.375,1700.875,917.429,343.875,290.75,1678.938,634.417,544.25,770.062,2310,477.778,1736.125,1456.833,2144.333,658.5,746.917
9,442.312,539.75,983.381,1102.812,321.333,2403.889,4095,1292.75,400.909,935.75,1418.688,1357.429,401.875,777.062,714.188,391.812,651.125,564.417,1065.05,631.524,383,336.25,995.182,562.385,2422.25,1129.222,281.167,681.688,319.5,653,610.438,428.125,384.667,482.562,375.312,1564.938,576.083,615.375,623.5,623.269,517.778,767.667,446.444,646.667,739.909,596.438,742.625,1273.875,858.667,717.25,986.15,275.812,723.333,418.917,646.167,523.238,369.25,1919.812,315.581,317.95,940.812,814.188,442,874.312,253.375,987.125,641.5,1768.75,926.905,267,332.625,1843.5,640.167,318.25,862.562,2184.833,514.333,1877.75,1725.917,2110.048,573,728.25
10,526.094,590.812,771.619,805.75,291.167,1319.222,4095,1357.667,701.636,1049,810.125,1128.524,560.75,718.75,635.438,422.438,621.625,489.708,1100.85,784.095,330.438,521.125,679.545,1740.846,1997.688,830.667,534.917,714.5,369.167,521.062,612.375,411.5,385.5,491.375,383.188,1639.875,424.25,562.25,901.375,636.269,621.778,780.083,658.667,809.417,554,589.25,901.625,1243.5,829,535.875,1123.55,361.062,920.429,506.917,747,552.19,540.5,3402.25,341.548,404.95,1020.875,585.625,621.5,1094.312,200.375,1156.75,776.562,1951.75,857.762,545.25,383.375,1563.188,738.167,397.125,1045.25,2125.833,493.333,1930.562,2020.75,2249.905,698.625,855.25
