1,737.462,516.438,621.667,436,916.885,1247.5,604.25,405.531,672.333,1058.111,528.111,1388.75,310.75,1174.812,298.25,279.25,271.438,243.444,170.312,481.875,475.938,313.062,1963.111,791.812,661.833,775.333,791.615,494.125
2,790.731,595.312,679.083,392.75,899.923,1262,554.75,340.844,737.833,970.667,607.889,1416.875,287,1014.438,246.333,235.75,304.625,190.111,222.938,542.375,515.938,329.938,1815.444,813.062,510.833,771.917,816.154,610.625
3,831.885,653.438,613.25,502.25,934.115,1081.231,638.75,435.125,760.833,948,742.444,1543.5,272.188,1006.312,316.5,340.5,328.062,229.444,183.812,465.25,591,253.25,1793.444,699.812,639.333,804.333,806.462,627.625
4,781.538,576,736,439.833,937.654,1156.731,631.125,389.062,831.083,954.222,535.333,1380.125,304.312,1029.875,228.667,219.125,316.438,222.778,197.25,403.25,587.188,331.812,1898.556,694.875,644.25,706.417,898.308,613.25
5,770,618.562,597.25,404.25,952.115,1090.731,723.25,387.969,774.75,921.556,505.556,1300.75,250.188,1012.375,327.917,242,275.125,181.667,254.75,500,496.062,393.5,1943.333,709.625,591.25,846.167,770.154,486.375
6,709.308,685.562,532.917,411.917,929.308,1183.692,746.5,436.25,688.5,909.556,577.778,1254.375,244.062,1002.438,240.333,256.875,284.625,255.111,240.312,692.875,569.938,366.5,1941,714.312,763.833,801,827.077,900.625
7,778.962,664.188,519.75,518.833,842.923,1157.269,713.375,416.969,589.917,1023.222,656.778,1707,323.562,1100.938,310.583,322.625,317.625,263.778,243.812,499.625,601.75,327.312,1869.222,803.25,654.583,765.917,802.731,726.25
8,883.077,716.562,531.5,435.417,968.115,1122.077,545.625,424.031,735.917,945.444,571.222,1625.125,312.25,1086.812,338.75,122.75,348.875,215.778,247.5,366.5,539.5,290.625,1983.333,712.938,638.833,891.25,869.615,820.75
9,769.308,664.5,506.333,479.083,898.538,1256.038,831.375,397.375,798.5,905.889,773,1404.5,266.75,1295.812,303.167,353.75,401.188,234.556,190.312,483.875,545.938,358,1834.222,816.688,711.583,731.833,824.692,653.5
10,760.192,688,494.083,482,981.154,1104.308,544.25,397.438,688.25,919.444,737.556,1369,275.688,1153.875,318.167,253.75,300.5,194.667,220.312,494.625,508.562,321.25,2028,736.25,685.25,759.833,812.154,685.625
11,829.308,557.688,674.833,519.083,992.038,1233.308,499,390.094,572.25,912.444,627.889,1398.75,221.438,1122.125,326.25,272.375,292.312,293.333,312.625,552.5,556.312,297.562,1801.667,740.438,743.167,714.833,818.154,621.875
12,822.654,698.188,680.167,496.667,875.423,1062.462,687.125,399.062,683,800,611.778,1390.25,289.812,1221.875,358.833,291.875,364.062,227.667,288.5,472,467.562,281.562,1734,679.312,712.5,1070.333,835.385,719.125
13,823.192,718.875,672.333,363,1043.115,1100.038,418,397.562,619.583,1052.222,650.222,1426.375,234.5,1082.062,319.083,219.5,242.438,318.778,204.938,451.125,425.812,267.125,1866.222,764.938,883.75,914,794.038,634.125
14,793,545.438,623.5,458.333,927.885,1257.846,660,414.125,764.583,896.556,508.667,1452.625,310.625,1348.062,382,307.875,332,180.889,263.312,488.75,465.375,396.125,1905.667,721.5,857,882,762.5,639.625
15,897.038,702.812,565.5,413.75,821.423,1071.923,653.875,393.875,658.5,838,592.889,1193.125,345.938,1091.125,238.917,237,318.25,222.778,282.875,463.75,570.312,325.75,2044.333,755.688,767.167,875.583,846.538,624.25
16,860.077,615.812,513.833,419.667,970.115,1215.615,754.5,413,765,1104.444,516.778,1408.625,341.688,1229.812,291.417,215.5,324,196.556,296.875,580.25,646.125,280.25,1779.111,704.938,591,988.75,713.077,590.625
17,814.192,688.375,599.667,509.167,1009,1065.269,511,395.281,604.167,981.222,516.111,1578.125,267.625,1333.5,321.417,278.75,325.562,217.444,263.188,603.875,613.25,264.875,2031.889,706.5,743.5,786.75,951.269,664.25
18,756.038,550.938,509.083,525.167,1031.038,1188.077,621.625,403.062,762,925,677.222,1284.5,201.938,1248.312,331.583,182.5,317.688,193.222,316.625,579.5,517.312,347.5,1804.444,613.688,901.333,986,776.615,727.625
19,775.231,684.375,547.75,571.917,973.154,1127.846,638.5,452.375,818.5,995.667,712.667,1737.25,367.5,1067.812,339.583,228.5,321.875,293.333,271.625,651,511.125,246.812,1698.222,765.375,865.417,832.25,909.538,867.375
20,898.692,632.062,656.25,491,1006.346,1163.154,687.625,367.25,744.25,993.889,786.444,1529.625,291.562,1229.188,289.917,298,345.938,203.333,253.875,498.125,586.312,378.875,1907.111,743.562,649.5,839.083,804.885,791.625
21,859.5,577.875,552.417,537.167,865.846,1150.692,697.75,406.406,610.75,1029.889,592.444,1438.375,262,1287.812,315.417,259.625,288.375,228,282.25,464.25,633.062,353.562,2053.556,717.438,751.167,946.75,848.423,532.75
22,818.962,629.688,484.167,496.083,1023.692,1136.346,478.875,436.594,797,980,672,1528.875,373,1206.688,327.833,219.75,298.375,252.222,240.625,498.5,1026.25,329.688,1661.556,736.5,714.083,862.833,806,673.625
23,829,539.625,447.25,450.75,999.846,1182.808,728.625,484.188,709.083,1062,758.444,1247.25,274.625,1285.875,297.5,278.375,374.75,325.111,228.062,495.875,2496.875,356.5,1662.556,641.75,591.583,815.25,805.654,697.875
24,883.346,604.062,602.75,436.167,830.077,1169.038,544.625,424.406,808.667,857.778,728.111,1424.75,313.5,1239.625,276,337.25,276.75,147.667,222.812,604.375,2438.75,341.812,1969,748.312,788.333,828.917,868.962,727.125
25,937.5,610.562,553.583,498.167,1026.962,1215.5,605.375,423.406,654.667,1074.444,666.556,1329.125,322.312,1098.188,292.25,283.5,373.938,322.444,247.625,575.25,2376,373.188,2054.889,745.312,583.833,831.083,866.231,625.875
26,918.5,599.312,615,524.333,923.538,1155.346,610.125,378.562,699.833,931.889,640.444,1454.75,323.125,1110.75,256.167,178.625,422.562,237.667,211.312,630.625,1852.562,362.812,2105.556,709.625,783.417,904.25,832.5,602.75
27,877.808,675.312,634.5,410.917,1053.769,1288,653.375,448.219,825.667,935.778,538.889,1426,266.312,1237.562,331.25,256,304.812,150.889,280.438,508.875,1652.438,365.375,1947.111,702.562,690,821.917,810.615,752.125
28,868.5,586.062,600.167,471.583,970.654,1112.615,586.875,364,641.75,802.556,757.333,1347.625,297,1123.75,298.417,273.125,367.875,231,273.938,513.375,1517.375,279.062,1928.667,724.25,556.333,782.667,858.731,639.875
29,745.731,586.062,574.167,416.083,908.692,1237.077,736,358.219,721.333,1028.778,743.778,1601,305.625,1103.812,336.583,256.125,281.062,215.111,255.25,673.625,1414.062,362.5,1872,683.25,672.417,965.417,763.769,711.625
30,827.808,612.812,590.917,610.917,946.538,1113.962,762.5,351.25,667.417,1055.111,602.111,1656,256.812,1176.188,257.833,257.625,383.438,252.667,233.062,621.25,1296.812,417.438,2056.444,836.75,627.667,812.917,834.885,602.875
31,735.308,651.75,649.167,487.417,902.115,1155.192,708.375,375.5,840.167,909.778,624,1348.875,297.375,1250.875,222.75,231.125,364.688,181.444,202.875,601,1158,380.875,1958.222,681.188,865,896.25,672.462,706.875
32,858.385,603.312,684.75,493.167,939.385,1223.038,686,416.312,708.75,952.778,642.222,1857.625,296,1250.438,254.083,206.625,283.125,261.444,276.688,610.5,1240.375,406.375,1907.444,842.25,747.75,936.583,694.346,780.625
33,776.115,609.562,443.667,441.5,952.577,1124.615,615.75,451.125,922.167,1033.111,774,1618.75,334,1181.625,289.5,245.5,282.312,234.333,238.375,489.875,1153.5,500.875,1835,845.688,842.833,1089.25,860.346,534.25
34,888.615,693.75,461.667,511.75,905.192,1224.615,578.125,432.062,943,1167,592.778,1610.625,301.5,1264.188,324.417,193.125,350.312,231.333,249.062,485,1132.688,430,2046.667,767.75,783.583,872.833,833.423,676.375
35,746,616.125,559,484.75,1060,1188.654,777.375,482.719,1179.667,1030.889,633,1567.375,192.812,1143.812,363.917,276.25,314.375,272.444,220.062,511.375,1045.688,419.875,1932,815.625,891.75,720.833,688.115,630.125
36,799.231,608.312,641.583,471.583,1036.346,1059.192,705.125,347.594,1635.583,988.778,808.444,1483.5,265.562,981.188,345.25,289.5,239.938,209.667,222.438,631,1256.375,329.312,1765.222,710.75,879.833,783.25,812.654,806.625
37,772.885,663,566.333,437.167,1193.154,1230.692,490.5,333.5,3921.417,985.111,663,1598.5,266.25,1387.062,349.5,238.75,298.875,317.667,287.062,547.625,1158.688,395.5,1932.556,825.938,824,811.917,697.538,650.125
38,755.577,600.938,701.5,522.5,957.038,1044.846,712.25,423.594,3175,981.111,575.889,1725.125,335.938,1426.938,248,197,354.125,312.222,199.062,452.625,985.875,338.062,1924.444,668.5,742.833,865.833,821.462,814.875
39,788.038,598.125,536.5,540.25,906.654,1157.577,814.875,433.844,2646,1029.667,653.889,1581.125,244.188,2002.25,256.833,379.625,284.688,244.222,259,430.875,978.938,320,2088.778,748.562,839,849,924.962,644.375
40,734,619.938,645.25,481.75,1033.038,1305.923,804.625,356.844,2028.083,834.222,653,1535.625,350.375,3500,239,290.375,312.188,204.556,240.688,420.25,742.938,317.875,1970.889,681.75,750.75,751.5,736.346,653.125
41,800.154,647.25,572.5,543.083,973.269,1396.346,670.875,383.438,1159.5,971.889,784.667,1898.625,322.125,4095,294.75,251.5,344.938,292.444,234.438,557.625,781.688,300.062,2065.111,648,673.25,778.583,768.346,668.25
42,824.462,547.375,580.917,512.167,955.808,1324.962,646.25,473.906,1058.167,898.889,656,1988.625,326.812,4095,336.333,257.25,276.5,373,213.625,573.5,681.625,320.062,1947.444,836.375,711.917,872.417,837.115,679.375
43,750.038,593.438,583.833,501.417,958.423,1134.231,607.625,443.938,902.75,1007.889,647.667,1794,277,3570.062,352.75,249.25,365.312,242.444,219.625,504.5,584,294.188,1776.556,723.188,791.917,789.667,733.731,762.125
44,696.346,715.688,562.417,340.333,1035.308,1161.538,589.125,390.969,635.333,827.556,727.222,2800.125,292.25,2191.938,263.5,271.75,270.5,247.778,261.188,568.875,506.125,318.438,1944.889,763.125,821.583,891.25,780.538,689.625
45,809.577,660.438,744.75,504.917,1110.885,1070.846,635.5,421.562,827.25,1054.556,570.556,3569.75,275.188,1327.25,295.833,359.75,295.75,300.111,230,661.25,659.812,395.5,1760.778,868.812,833.583,867.333,948.5,748.25
