1,678.048,1158,412.2,712.5,1025.5,977.417,1134,1785.762,454,1429.438,490.5,574.833,633,543.25,668.417,551.625,532.833,526,517.562,319.75,2066.833,419.222,543.25,1059.083,1101.375,694.417,1600.333,304.75,1132,596.833,396.062,349.938,419.083,320.875,442.333,350.167,1613.25,568.875,728.25,1046.083,3088.562,840.125,1071.375,544.917,520.583,1569,619.875,846.583,418.556,487.667,2410.917,2009.636,761.375,959.417,858.333,458.875,966,434.25,590.375,548.375,324.889,424,710.778,696.75
2,605.19,1193.429,451.05,723.167,912,898.167,1229.167,1730.333,382.5,1582.875,628.417,794.833,817.167,700.667,757.75,425.875,434.25,633.667,554.938,217.25,1661.75,441.333,603.062,1134.083,1166.188,562.083,1384.75,226.688,1097.333,472.583,381.375,391.562,532.75,341.25,560.833,344.5,1479,553.312,660.333,1007.583,762.188,716.625,693.75,374,511.917,903.333,674.5,662.917,293.667,384.417,2030.5,2049.455,809.125,1002.083,964.917,584,906.667,535.75,980.375,557.75,455.222,343.778,565.556,627.625
3,434.143,1127.476,428.75,729.5,1005.375,1201.417,1342.667,1963.048,493,1422.125,576.333,818.667,832.917,652.417,819.833,542.375,436.25,831.917,469.875,210.25,2068.583,514.778,580.562,1144.25,868.75,523.5,1237.75,331.938,833,598.833,306,270.562,481.167,344.75,470.833,273.083,1570.125,504.312,733.083,904.333,732.125,830,871.75,346.583,580.25,553.583,613.812,658.167,500.778,742.417,2263.333,2321.818,893.812,949.083,864.583,523.375,771.75,803.375,701.625,523.938,389.667,350.556,419.333,777
4,668.333,1260.857,649.35,738.083,1245,1089.75,1366.833,1750.143,404.375,1313.75,476.583,772,744.667,551.833,814.333,416.125,507.167,1160.417,535.438,173.875,1477.25,625.778,612.688,1251.583,958.188,537.417,1082.083,374.75,1036,588,309.875,271.75,310.417,487.25,326.25,229.667,1325.625,434.562,672.083,1118.917,739.125,609,932.375,584.917,518.417,706.667,587.938,818.417,594,638.083,2417.417,2224.182,744.312,912.75,815.333,469.75,1007.083,572.75,749,645.688,392,310.333,666.556,739.375
5,564.714,1246.571,323.25,652,1127.375,993.167,1112.667,1843.286,512.875,1543.375,576,775.417,853.583,609.417,728.167,510,464,1851.833,644.438,365.875,1857.583,588,393.375,1112.833,1019.625,501.083,1626.833,313.375,924,558.917,389.062,263.562,469.167,401.75,542.5,242.833,1560.625,319.125,687.917,994.917,713.688,691.75,641.5,531.25,527.917,640.333,639.875,622,359.444,336.167,2446.833,2157.818,889.188,1060,758.833,397.5,990.583,471.625,730.75,553.688,377.667,468.556,653.222,807.125
6,580.524,1050.524,513.85,905.667,899.625,1075.75,1178.25,1761.429,557.25,1387.375,586.083,726.583,655,705.417,587,388.875,496.25,1343,481.062,338.5,1849.5,669.111,607.375,1007,940.188,537.917,1445.083,247.938,1175,471.667,342.5,340.562,553.167,507.5,410,249.75,1697.875,338.688,713.833,1018.833,863.188,722.5,813.625,441.333,598.75,599.667,666.688,604.417,414.889,533.583,2249.25,2031.545,768.812,902.333,876.333,473.625,4069.083,683.25,784.875,531.188,289.111,315,549,859.5
7,611.905,1242.952,501.9,675.5,1177.25,1086.667,1230.5,1812.619,358.5,1296.188,528.083,717.833,933.917,763,784.75,259.375,476.083,997.833,405.375,335,2157.5,581.556,607.438,1139.667,1063.75,507,1376.667,329.25,1109.222,442.5,391.25,326.25,369.333,356.5,330.833,296.083,1503.75,450.062,672.917,1006.917,876.188,870.25,937.75,543.75,441.083,576.75,558.312,627.083,377.222,509.667,2357.5,2268.273,972.75,943.917,851.583,527.5,4095,610.5,802,621.312,261.667,416.333,621,680.375
8,569.238,1213.333,469.45,1049.333,1123.125,1023.667,1213.583,1834.524,576.5,1446.75,671.167,722,833.917,752.75,661.333,470.25,478.083,1168.25,620.625,444.75,1923.083,616,509.812,1085.5,850.062,599.083,1463.167,377.062,1272.667,437.333,339.188,343.875,392.667,476.5,412.917,193.25,1667.625,516.438,613.917,1041.583,829.562,731.125,724,433.667,507.583,671.667,801.5,623.333,507.333,449.333,1968.083,2517.636,887.438,927.417,800.417,354.75,3227.417,512,970,540.25,378.333,421.222,518.778,620.5
9,583.524,1283.524,422.9,743.417,1110.625,1101.167,1012.583,1718.667,438.125,1465.625,611.417,728.333,689.667,838.667,646,323.75,405.333,1129.583,598.25,227.375,1760.333,561,622.062,915.5,1001.375,541.25,1506.917,315.062,933.333,524.5,381.75,272,365.167,489,494.083,432.833,1527.625,477.688,582.917,1030.083,625.688,899.125,826.125,496.833,496.833,693,722.75,720.333,705.444,425,2116.583,2112,759.562,838.583,818.083,586.125,1146.667,774.625,689.625,510.5,296.889,408.111,558.778,758
10,676.095,1187.619,472.9,702.833,1206.125,913.167,1050.75,1751.524,421.25,1299.688,583.5,785.667,621.5,856.167,659.833,446.625,547.833,826.25,577.75,264.625,2270.333,642.667,517.562,1025.667,888.438,724.417,1155.75,313.312,1059.778,394,324.062,387.812,344.583,439.875,424.917,426.583,1780.75,510.562,631.083,1052.083,930.938,559.125,884.625,335.333,388.417,658.333,617.562,735.667,506.222,575.083,2182,2336.273,756.812,800.583,852.083,367.125,795.75,682.875,711.125,491.75,340.444,436,652.778,728
11,630.429,1257.762,537.55,4095,998.125,883.583,1298.417,1710.619,568.625,1365.375,621,583.667,700.25,768.917,741.667,414.375,497.167,658.25,489.562,321.25,1715.583,693.556,607.5,1160.917,884.562,527.917,1425.25,336.562,1231.111,542.5,353.5,272,441.75,324.375,485.167,285.833,1495.875,481.75,685.75,787.833,878.125,830.75,766.125,379.917,372.333,681.75,669,639.417,637.444,379.833,2464,2281.364,931.875,970.417,841.917,512.875,790.25,552.25,756.875,489.875,409,278.222,609,835.125
12,602.857,1287.143,412.75,971.417,1392,1086.25,1109,1654.429,309.875,1771.25,478,575.417,876.167,753.25,854.833,395.875,469.667,433.917,482.625,335.75,1954.5,414.111,563.188,937.583,1138.938,399.833,1588,228.5,1388.778,528.5,267.312,360.562,413.833,346.625,453.833,316.917,1685.5,439.438,709.833,915.75,797.438,725.875,651.875,370.083,517.917,604.417,609.25,585.833,541.333,511,2146.25,2341.091,821.75,1379.5,713.917,497.75,849.583,580.625,672.625,569.75,348.111,403.556,486.111,527.625
13,616.952,1253.095,485.9,856.083,921.625,1010.667,1113.833,1829,485.5,1243.938,652.083,751.667,666,656.083,671.5,525.875,443.667,632,616.25,263.5,2066.417,861.889,544.25,926.417,977.5,509.5,1431.25,355.375,854.111,410.75,331.062,362.562,493.75,494.75,521.75,336.583,1377.75,461.812,716.25,824.917,769.688,738.125,799.875,407.333,518.333,716.75,629.75,557,508.889,463.25,2222.583,2817.818,800.938,836.833,909.333,309.375,716.667,632,887.125,484,364,485,651.444,712.125
14,684.143,1279.857,580.15,857.667,963.125,1119.583,1320.917,1740.762,684.75,1264.125,560.667,803,823.75,601.667,775.167,505.875,658.667,488.667,422.25,321.125,1923.917,720.556,706.125,924.083,929.875,841.417,1684.5,349.062,1201.556,477.833,381.75,319.625,502.5,448.5,433.083,364.083,1578.875,358.812,821.583,901.25,922.188,934,785.75,391.083,376.917,627.833,665.562,856.25,449,430.583,2166.5,2338.273,936.562,1019.417,753.333,368.375,749.917,699.625,756.75,544,309,297.333,567.667,786.375
15,631.667,1341.81,527.55,904.417,989.625,1052.333,1355.25,1649.286,464.375,1304,624.833,551.75,663.333,643.25,637.417,429.625,404.417,560.167,448.875,472.375,1783,682.444,577.312,1183.917,1135.125,509.667,1654.917,252.75,1026.556,682,334.125,411.312,501.75,339.375,532.667,276.75,1618.375,513.5,753.583,904.417,726.062,806.5,745.5,523.083,633.417,786.583,676,594.917,486.222,356.5,2120.833,2471.636,737.25,921.917,777.167,470.75,882.75,562,683.875,692.625,315.556,291.667,700.667,713.75
16,666,1392.81,432.6,538.667,940.875,1037.583,1338.083,1622.381,567.5,1413.438,494,633.667,785,657.333,697.333,288.5,383.083,508.917,544.375,349.875,2032.917,577.889,532.188,1032.333,1064.062,473.25,1483.167,309.375,1146.778,407.583,331.25,357.188,381,345.375,387.167,356.75,1302.375,547.812,751,1015.917,1100.25,617.125,694.125,516.583,608.083,581.917,658.5,666.833,524.111,488.167,2150.75,2336,818.688,838.75,904.75,493.875,677.083,635.875,919.125,512.688,398.444,309.222,464.333,765.5
17,660.143,1297.381,448.9,615.833,1194,967.417,1153.917,1816.905,455.625,1317,748.5,659.333,831.417,876.083,832.583,477.625,494.083,571.833,634.5,608.75,2079,638.778,492.75,1060.167,1026.625,515.667,1369.333,364.25,1052.444,585,312.562,319.188,377,251.625,464.917,409.333,1677.125,392.062,575.583,886.333,942.812,3910.25,4095,429.25,543,729.083,492.688,679.083,521,483.167,2213.333,2244.091,955.125,878.25,815.833,434.625,848.917,520.375,717,660.562,337.556,376.111,557.667,610.875
18,684.524,1281.476,611.3,874,997,1281.667,1125.25,1794,602.75,1340.125,634.167,810.5,786.25,715.333,646.333,507.5,396.917,511.667,590.562,326.625,2242.25,749.111,512.062,1047.417,858.125,716.667,1427.333,277.438,1126,623.833,319.062,356.188,431.417,446.375,433.417,362.5,1489,433.812,509.667,982.083,787.688,1155.75,1023.125,410.583,749.75,665.75,745.812,654.167,607.222,504.583,2587.75,2392.182,873.375,1042.167,1007.583,454.5,790.917,751.25,822,449.312,377.667,361.222,635.444,760.375
19,688.143,1178.905,515.6,906.917,1492.375,1122.833,1351.5,1628.667,490,1368.562,615,569.333,847.667,663.833,694.25,546.5,424.083,556.083,461.438,497,2110.917,608.222,660.5,1040.333,1004.375,667.5,1163.417,170.812,834.889,475.083,396.25,243.5,430.417,396.875,507.75,261.333,1454.375,456.125,745.083,869.333,771.25,772.75,813.625,408.5,680.583,637.917,725.062,780.833,475.889,460.083,2200.833,2427.364,933.125,1022.75,869.833,358.875,766,484.25,923.75,504.125,348.111,425.333,639.556,647.75
20,665.905,1248.048,479,787.583,1145.75,1109.667,1077.917,1842,608.125,1339.062,525,657.333,893.667,665.083,757.667,331.25,464.75,606.917,579.25,403.625,1977.25,692.333,632.875,1176,959.438,681.25,1518.333,257.062,1190.556,728,445.75,269.375,385.75,423.25,501.083,208.333,1464.875,571.5,635.417,944.5,794.375,653.125,960.625,481.917,376.667,662.417,591.25,742.833,543,734.75,2047.5,2294.455,965.625,946.583,694.083,434.375,888.833,610.5,697.5,511.688,377.333,395.333,675.778,763.625
21,672,1368.143,554.9,763.417,1152.125,993.5,1095.583,1784.667,538.125,1396.562,774.333,659.917,761.833,628.083,699.167,379.625,442.083,547.583,527.25,246.375,1873.083,532.667,465.312,1024.25,1039.562,680.167,1428.917,307,1068.444,514.75,418.812,373.312,454,430,412.417,212.25,1429.375,550.062,699.917,1005.25,820.188,1060,828.625,396.333,526,849.5,569.375,497.25,480.778,703.917,2518.167,2265.364,877.375,905.167,926.667,557.125,829.167,408.25,462,568.188,338.222,387.556,556,671.375
22,480.143,1346.762,446.2,660.667,1061.625,1083.583,1305.5,1710.857,536.5,1348.938,643.583,719,785.25,594.5,751.167,393.125,378.75,581.667,477.25,206.125,1956.583,790.444,601.562,918.25,1043,618.583,1762.333,251.812,1182.111,581.333,422.312,297.125,567.667,348.375,364.75,290.917,1319,478.312,720.333,1003.083,921.625,719.375,711.375,506.583,458.917,780.25,573.438,641.333,489.778,496.333,2365.5,2645.182,757.312,994.083,902.917,390,790.5,490.5,672,473.438,312.889,415.778,729.111,652.625
