1,792.875,961.938,1131.778,1434.062,1758.833,432.875,540.222,480.25,903.625,779.833,290.75,698.625,884.25,264.875,859.556,1188.5,1015.75,90.917,555.5,450.778,595.333,164.111,1349.667,2109.875,717.444,1831.167,383.875,468.125,203.625,1037.25,1068.222,921.25,539.75,518.667,378.75,266.167,216.5,551.75,218.25,1087,818.167,891.889,343.875,262.5,65.5,1341.556
2,920.375,1021.688,1005,1475,2304,381.875,509.778,360.125,978,748.167,342.125,736.875,751.75,255.625,1227.111,1154,1501.5,89.667,412.125,484.333,600.222,110.889,1240.222,1210.75,656.556,1947.167,285.375,457.625,245.5,781,1028.111,1009.312,484.125,598.083,456.5,281.167,174.5,240.25,188.375,1112.909,884.083,1072.889,349,267.375,223.125,577.556
3,701.375,1114,1205.111,1422.562,1934.333,173.125,512.667,555,1181.5,645.917,91.5,363.5,734.5,299.875,995.667,1033.5,1279.75,103.583,363.25,519.778,452.111,75.444,1563.556,687.125,543.778,1748.833,278.625,590.875,328.125,816.5,1090,1112.688,609.25,579.167,385.875,334,318,572.25,134,927.636,1042,1120.444,258.75,301.75,333.875,298.778
4,689.75,1533.938,1290.889,1429.125,2062.833,343,513,405.375,827,577.5,244.375,532.5,990.625,290.625,766,1230.5,1031.875,62.167,408.125,463.444,577.667,275.222,1154.111,752.875,580.111,1773.083,377.375,548.125,160.25,872.5,1376.778,1142.312,345.875,690.75,490.25,269.667,330.25,220.5,160.625,1216,990.833,947.333,244.438,191,301.375,257.111
5,652.5,1124.75,1279,1378.688,2324.667,460.375,610.667,761.75,1075.875,723.333,241.375,662,982.625,284.125,986,1126.5,1087.25,147.75,536,576.667,486.111,231.444,1162.667,464.75,870,2019.333,521.125,533.625,286.875,1079,995.667,1301.125,525.75,617.25,498.5,81,212.875,259.75,149.375,1085.182,944.917,624.111,351.5,277.875,245.875,251.111
6,670.75,1064.938,1170.556,1488.375,1688.833,342.5,379.444,497.375,676.625,891.333,161.125,619.875,1207.5,279,881.444,1565.833,933.625,71.583,406,708.111,538.778,201.222,1487.667,678.375,614.333,2018.083,448.375,587.875,275.875,1031.625,1485.444,1047.125,606.25,670.083,643.125,145,216.125,436.25,372.625,1015.364,1049,1030.889,306.875,255.375,176.375,389.889
7,2832.375,797.812,1298.778,1600,2253.333,319.625,452.667,520.375,1092,768.833,334.875,679.25,1083.75,341.75,906.778,947,1251.75,48.75,462.25,275.333,483.667,160.111,1239.889,409.75,973.889,1654.25,375.375,635,153.5,746.875,1268.556,898.812,585.125,571.5,353,159.167,215,404.5,184.375,1079.364,818.167,788,294,239,184.875,300.333
8,1615.375,830.938,1009,1550.875,1943.833,323.625,337.333,608,868.5,629.833,1763.5,531.625,1042.75,228.25,1149.667,1000,997.875,74.167,381.625,551,792,90.889,913.889,545.75,1186.333,1779.333,332.875,523.75,216.25,832.75,1195.444,1148.812,379.875,541.667,274,378.167,286,487.125,238.625,1061,912.583,711.667,284.875,376.75,292.875,329
9,732.375,1035.5,1323.667,1602.625,2294.167,367.75,403.333,398.25,1133.875,751.75,469.5,620.625,999.75,420,1056,944,1208.25,81.167,431.625,550.667,733.111,195.222,1099.556,1580.375,1363.889,2014.833,399.125,568.75,265.625,793.625,1182,927.062,617.875,539.333,373.75,394.333,159.375,410.875,156.625,838.545,1185.083,893.444,232.062,220.5,205.625,227.667
10,439.125,790.75,1123.444,1531.312,2643,439.875,229.889,666.75,733.75,703.333,307.25,578.125,780.125,203,849.556,1207.667,1069.25,90.75,520.5,578.222,679.333,180.333,1167.222,3686.5,3536,1777.083,317.75,532.375,225.375,936.125,1076.222,1118.562,618.125,513.417,438.75,236.333,249,569.5,243.75,1130.909,911.083,828,346.562,426.25,255.625,296.667
11,639.625,924.5,1286.778,1389.812,2795.5,289.75,334.222,504.125,873,607.25,276.875,561.75,1163.5,373.625,1038,1465.833,836.25,59.583,646.75,609,816.333,112.222,1289.333,3075.5,1664.889,1639.333,343.375,576.5,297.625,891.25,1525.667,1204.812,594.375,683.833,433.75,216.667,350.875,947,137.125,1198.909,991.583,896.444,310.312,368.625,295.5,347.667
12,623.625,993.312,1385.333,1494.875,2056.667,200,330.778,648.5,897.875,725.25,247.5,572.125,1112.875,147.125,1045.889,1283.667,1077.75,87.583,579.75,646.444,772.111,99.333,1247.778,2805,738.333,1849.75,510.5,520.625,333.875,847.375,1496.111,1106.438,641.75,530.917,393.5,151.833,300.875,3480.875,157.625,996.455,906.833,842.111,333.438,180.5,262.375,314.889
13,783.625,1253.625,1116.667,1362.875,2110.333,409.125,381.889,557.75,859.375,630.583,404.75,551,791.875,335,1212.556,1355.333,1413.125,51.417,337.75,524.778,662.111,238.111,1200,1475.25,709.778,1770,478,485.25,185.625,779.375,4095,1128.562,480.125,478.667,366.125,152.833,378.375,2802.125,270.625,1084.091,777.75,850.556,287.375,353.875,348.375,370.111
14,713.125,1237.625,1277.222,1684.188,2152.667,235.25,376.111,759.875,1047.75,772.417,222.375,611.25,1068.375,364.125,1344.444,1120.333,845,124.75,473.625,681.222,557.333,170.778,928.889,612.625,634.556,1740.417,301.5,443.875,200.625,1362.625,4095,932.688,747.5,593.417,446.625,247.5,189.25,2047.375,258.625,1156.364,932.333,711.778,331.438,205.625,230.5,352.778
