1,329,732.45,816.167,2957.833,726.5,415.5,710.625,389.083,3639.083,2312.5,808.381,1500.375,450.5,332.269,900.5,1379.75,2504.238,1947.75,556.5,620.188,3199.062,1731.429,579.238,396.038,467,1175.375,1007.062,4095,899.889,1623.5,1548.25,422.688,549.5,1191.25,1256.417,794.727,1111.429,304.667,397.333,1220.417,3974.095,778.5,714.25,332.5,576.038,1095.375,567.952,614.375,600.333,732.65,308.25,754.125,350.667,327.55,292.625,307.417,314.25,255.615,24,587,685.312,837.375,529.333,329.75,598.25,333.5
2,417.167,621,727.667,1148.833,707.875,419.667,649.062,464.917,2224.5,2662.125,448.333,1270.125,361.25,406.385,718.083,1649.5,2818.619,1758.667,677.438,584.188,1527.438,1918.143,652.286,520.231,459.381,2661.062,998,3144.562,830.444,1912.417,1361.333,324.25,490.083,1233.688,1615.167,820.818,1133.143,581.81,328.583,1338.917,3258.762,965.25,701.25,382.5,561.5,884.062,538.095,574.5,587.667,663.75,376.812,851.375,256.25,394.95,325.5,310.083,343,258.192,32,687.75,643.125,545.5,448.5,176.125,1952.667,392.75
3,455.25,678.95,684.25,993.083,654.5,484.083,735.625,490.333,1153.25,738.562,542.667,416.125,506.333,304.115,794.917,1626.25,2636.238,1657.167,481.812,694.438,1497.375,1726.333,1061.286,413.808,557.571,2989.188,807.062,2359.188,760.667,3117.917,1304.583,366.312,514.083,1127.938,821.417,1777.182,1333.143,315.286,308.75,1302.167,2346.667,647.917,804,341.438,550.5,1138.188,593.81,539,657.75,740.25,416.25,843.375,276.5,435.15,237,218.667,363.625,216.154,106,499,596.375,517.625,543.917,240.625,4038.75,415.583
4,487.333,605.4,890.25,698.5,699.375,382.083,834.812,374.667,1122.583,422.312,499,464.812,408.667,390.615,755.25,1726.5,2599.381,1712.417,584.688,607.812,1438.562,1633.143,747.619,550.885,549.19,2080.25,1406.812,2074.125,1150.667,3973.5,1457.25,387.688,433.167,1370.938,1132.917,1352.455,645.095,303.857,373.667,1106.667,2521.476,910.083,665.667,289.25,659.731,1208.5,518.667,419.375,754.167,685.15,390.438,688,281.083,449.5,254.875,225.417,244.375,233.769,150.875,423.75,630.375,492,431.5,383.625,3337.833,337.083
5,524.917,678.85,696,774.167,593.125,493.417,689.812,430.333,1569.25,326.688,483.333,393.25,740.417,386.192,855.583,1621.125,2776.333,1848.417,611,647.562,1116.125,1804.81,540.857,416.962,595.095,930.375,1084.5,2200.312,1261.556,4095,1555,303.375,294.75,1309.188,1010.333,891.545,412.762,360.571,326.833,959,2300.381,933.417,682.5,423.812,491.192,1417.188,605.333,855.75,512.25,866.6,339.625,898.375,355.5,483.15,475.875,419.417,229.125,221.308,131,410.875,565.688,497.875,404.833,285.25,936.75,411.833
6,513.583,807.5,815.25,616.75,520.562,488.917,683.375,535.583,3489.083,374.938,379.619,430.688,470.833,326,705.083,1793,2825,1699.833,564.062,506.125,1440.75,1957.762,470,528.269,610.381,472.75,756.812,2159.5,844.556,3904.083,1603.25,424.562,431.75,1259.875,680.417,782.091,259.571,276.857,347.417,1023,2307.286,797.75,648.5,291.062,553.385,1186.25,692.857,528.875,530.583,739.75,286.75,835.062,314.333,377.5,386,260.917,275.875,220.038,9.5,250.375,581.562,448.5,482.667,319.125,416.25,366.917
7,451,721,765.667,781.333,555.938,342.083,1074.875,571.5,2367.417,411.5,356.952,372.125,323.833,440.885,779.417,1685.625,2827.524,1396.167,542.25,638.375,1671.625,1773.143,752.143,407.269,611.238,376.938,860.5,2407.875,1179.222,1967,1529.417,257.25,451.667,1080.875,862.333,1295,454.714,396.381,408.083,1244.75,2274.619,748.333,861.75,338.625,567.692,1327.625,632.19,586.5,672.5,794.65,362.312,807.062,209.917,410.9,264.625,303.833,340.75,251.231,58.375,368,712.812,287,423.25,222.75,433,399.417
8,530.333,694.1,624.5,871.583,536.25,405.583,740.375,436.5,1180.833,316.688,422.857,385.188,579.5,402.962,847.333,1755.375,2723.952,1886.75,599.812,686.125,1510,1644.952,661.905,491.731,623.571,518,854,2218.875,1182.444,1416.667,1501.5,402.75,510.833,1311.812,659.667,914.727,415,430.048,437,1220.667,2419.381,797.333,969.917,425.562,643.769,1169.375,635.238,722.875,509.25,689.65,294.375,781.375,275.667,273.3,275.625,506,453.5,300.231,36.125,460.5,851.562,454.875,472.583,405.75,340.167,296.583
9,302.083,666.95,767.833,754.667,683,342.667,833.812,550.333,1070.333,389.312,380.095,408.625,563.917,495.423,808.667,2012.5,2982.524,1881,796.188,536.312,1224.25,1708.143,552.762,427,534.333,543.5,864.188,2331.875,671,1323.333,1612.417,510.312,501.333,1246.562,632.25,817.364,436.476,1189.238,345.417,1156.583,2335,861.667,775.083,399,599.346,1297.125,616.952,715.5,659.333,728.15,263.875,759.562,214.417,468.95,362.125,285.083,292.125,267.231,48.25,410.5,699.562,342.875,474.667,290.5,527,279.583
10,501.083,813.75,838.333,1022.583,645.062,278.333,809.25,396.917,3764.583,261.75,287.81,422.75,508.5,467.115,796.083,1940.75,2886.952,2004.5,451.5,554.812,1605.5,1844.667,547.381,525.923,667.857,426.688,846.312,2471.938,2443.222,1432.667,1665.25,517.688,425.083,1214.125,498.417,747.545,432,1866,398.833,1353.083,2380.952,831.583,625.083,349.25,544.5,1170.75,682.952,597.375,573.333,827,363.188,749,339.75,274.7,375.625,256.917,503,294.615,54.25,583.625,674.875,452.375,414.333,351.875,460.583,424.833
