12,2730.19,3173.417,1322.25,492.062,241.625,1514.562,632.952,722.75,510.333,635.125,558.75,255.031,195.2,88.808,602.25,613.833,2435.818,606.962,1217.25,2367.167,171.636,1489.562,901.929,1116.273,1995.85,348.5,962.231,464.385,429.15,434.15
13,2026.333,2584.667,1387.688,658.875,336.188,1480.688,503.429,576.438,569.917,1031.438,632.9,292.375,206,67.077,888.333,606,3994.273,674.038,1171.688,2236.25,197.091,1482.5,1002.214,1566.091,1336.6,437.808,859.462,476.731,437.6,429.8
14,1956.19,2368,1176.688,593,268,2029.562,509.762,572.688,735.417,2618.875,565.95,252.031,170.9,100.962,1488.583,862.5,3449.364,636.5,1160.188,2186.667,252.727,1487.75,1093.714,1129,972.1,450.808,1000.692,450.038,458.75,697.9
15,1989.857,2331.583,1319.375,639.938,306.438,3735,479.905,755.875,576.5,2288,2843.2,235.719,195.85,96.962,821.083,1042.5,2245.909,523.5,1052.062,2643.917,225.455,1818.938,1155,1332.545,708.85,444.115,907.692,486.077,1870.25,642.45
16,1903.714,2777.833,1564.062,635.312,258.125,3398.062,551.762,670.25,545.417,2197.562,3073.9,296.094,192.25,81.308,441,356.833,1618.909,604.615,1054,2264.75,333.091,3586.625,1070,1421.818,588.8,448.269,946.885,469.615,1238.05,511.75
17,1896,2802,1181.375,681.688,334.938,3859.812,443.524,755.688,629.083,841.75,3024.3,260.188,216.2,99.654,401.667,543.5,914.545,574.692,1129.562,2244.583,176.273,4020.875,1200.857,1455.909,503.7,502.115,884.077,566.808,1037.75,322.65
18,1858.286,2643.083,1332.938,780.938,323.75,3715.562,504.286,685.5,577.417,607.375,1747.6,255.5,196.95,87.115,530.583,924.75,700.545,576.269,1077.5,2144.5,309.545,3933.312,994.857,1118.818,626.2,699.654,909.462,483.615,612.05,382.6
19,1836.667,3176.917,1074.938,566.625,375.438,1970.562,495.667,917.125,590.667,549.375,650.2,275.406,166.55,76.346,406.5,604.917,657.091,604.538,1252,2251.583,214.545,2268.5,999.857,1317.273,600.45,397.615,866.115,570.808,399.6,358.1
20,1922.286,2831.417,1121.375,563.688,290.625,1910,542.048,1627.25,525.75,508.562,636.75,299.375,195.05,79.692,389.75,465.333,547.091,668.846,935.625,2201.417,197.818,1938.938,968.571,1203.909,650.85,457.308,903.808,537,370.7,336.4
21,1806.095,2788.667,1727.5,573.438,1853.25,3267.875,1810.905,2932.5,588.167,495.062,619.65,284.938,222.25,89.115,496.75,422.417,499.364,3750.808,1051.938,2353.667,214.273,1642,1017.643,1173,614.5,433.462,1021.577,488.231,404.35,384.5
22,2029.714,2774.417,1217.75,664.25,955.25,2215.938,847.762,1830.625,506.417,441.188,530.3,269.344,183.45,105.192,479.5,1011.75,598.545,3460.885,1080.938,2326.5,237.636,1733.125,1309.714,4095,669.3,457.846,903.077,549.538,406.4,349.2
23,2041.714,2646.333,1465.812,580.312,350.688,2821.312,1676.667,1527.062,545.833,418.938,590,275.781,182.15,67.231,481.167,472.333,577.182,2247.461,1076.875,2520.25,162.455,2115.062,1206.214,4095,679.15,403.654,945.769,508.154,598.05,296.1
24,1975.143,2679.5,1136.562,589.562,237.188,1993.25,547.286,1184.75,573.667,434.375,606.9,297.469,248.25,78.962,539.75,548.75,536.455,832.577,1158.625,2630.833,262.545,3510.5,1045.857,1474.909,594.35,455.423,897.923,541.731,457.05,401.85
25,2092.19,2769.833,1088.5,614.062,292.812,2115.812,456.238,1104.75,569.083,453.25,526.4,234.156,238.4,120.577,403.167,425,457.364,603.5,1048.188,2584.5,195.182,3431.438,1060.071,1209.909,643.15,1025.077,831.423,448.692,446.4,351.8
26,2119.762,2922.5,1061.938,662.375,339.625,2014.938,488.571,1566.75,559.083,557.125,622.45,253.938,198.9,126.077,551,437.833,547.273,710.269,1144.062,2763,302,3504,1081.357,1161.182,647.15,443.962,871.615,487.885,466.9,262.5
27,2140.381,2738.75,1118.5,607.438,348.062,2122.688,526.238,1319.25,624.667,448.125,554.95,315.969,214.1,174,559.083,1098.333,538.364,591.923,1181,2597.083,276.364,2028.938,1027.929,1356.182,673.45,418.808,992.923,565.462,466.3,343.05
28,2071.81,2900.167,1115.438,713.312,347.312,2301.812,433,1302.25,682.167,472.938,617.1,267.906,231.4,231.615,578.667,518.833,606.273,643.885,1088.5,2657.417,220.364,1445.875,1078.714,1087.091,622.4,440.462,884.115,453.769,384.4,386
29,1983.905,3573.083,1119.375,686.125,315.875,1939.812,464.81,1280.75,606.583,414,557.1,299.469,222.6,169.962,868.333,560.667,456.545,656.115,1176.25,2410,187.182,1637.938,1195.5,1276.182,642.25,405.077,848.731,554.769,401.5,432
30,2130.428,3134.417,1286.25,656.688,292.75,2935.5,520.571,1174.688,508.917,444.438,616.3,305.625,239.55,158.654,1219.833,510.667,465.455,657.769,1122.188,2629.5,281.636,1410.562,1323.5,1113.727,736.15,472.269,898.269,467.808,565.3,399.7
31,2747.952,2645.75,1202.562,700.25,300.562,1931.5,453.81,1281.75,601.417,479.5,547.25,310.031,207.8,462.654,768.167,490.417,634.545,553.769,1147.875,2497.667,237.091,1617.5,1353.071,1137.091,749.25,419.615,823.615,519.615,1651.35,311.75
32,4095,2602.167,1176.625,751.375,343.625,2023.438,534.81,1048.5,547.333,478.75,571.85,382.844,203,548.885,574.083,399.75,601.273,576.346,1083.188,2977.333,231.364,1507.375,1961.857,1345.364,919.5,431.269,842.077,516.577,1722.35,301
33,4095,2728.667,1228.25,734.812,290.062,1600.875,1852.81,1019.625,664.583,431.938,604.2,1002.094,245.4,300,518.75,602.75,408.727,665.962,1238.562,2768.25,203.273,1401.562,3140.357,1174.273,766,405.231,934,517.385,1439.25,328.9
34,2594.667,2930,1141.562,605.062,318.125,1746.438,680.19,811.875,486.75,419.438,510.1,1341.125,208.3,131.077,403.583,589.25,531.727,685.346,1108.5,2986,188.455,1542.938,3324.214,1273.909,1258.05,415.615,966.692,453.846,420.05,347.15
35,2020.095,2717.583,2185.375,546.312,250.188,1783.25,448.048,838.5,446.75,483.812,595.55,1086.719,235.65,82.962,481.167,582.583,496,662.154,1302.625,4095,321.364,1455.5,2827.572,1196.636,1430.4,1774.962,866.385,502.538,593.7,423.7
36,1890.905,3271.75,1078.438,614.938,341.062,1764.875,446.429,726.25,595.333,459.938,538.25,730.094,255.5,90.192,442.75,608.917,542.091,572.885,1161.375,4095,251.727,1798.625,2266.5,3956.636,2701.35,514.615,1051.5,510.885,674.15,417.35
37,1853.857,3087.833,1292.562,686.688,411.812,1684,482.952,754.312,798.917,553.375,521.95,542.219,250.95,75.885,474.333,1691.5,416.273,688.962,1091.125,4095,253.273,2144.438,1666.929,1374,2914.9,428.654,927.885,515,397.25,988.8
38,1938,2992.167,1335.75,643.625,343.688,1705.25,498.81,717.25,640.25,600,594.65,334.969,245.25,97.462,508.333,355.833,505,653,1068.812,4095,214.455,4077.438,1507.286,1253,1980.25,383.192,917.385,547.692,419.45,738.55
39,1845.714,4017.167,1146.688,754.938,290,1880.938,520.81,722.188,704.833,510.812,518.2,242.5,213.4,94,523.333,515.917,531.182,644.423,1128.312,4095,265.909,4095,1268,1223.909,1139.6,482.269,1024.885,585.192,381.45,553.8
40,1802.381,4095,1307,558.5,412.938,1472.125,424.857,624.875,575.25,650.75,606.65,277,291.75,102.577,559.917,380.25,583.909,606,1212.625,3442.167,257.818,3831.688,1210.071,1245.727,785.05,490.577,912.731,507.115,457.4,392.15
41,1913.476,4095,1130.875,644.375,306.875,1512.625,479.429,689.75,572.25,817.438,563.5,296.75,230.75,90.154,705.5,461.75,572.091,733.077,1325.75,2586.917,161,2263,1002,1230.636,710.8,462.154,1379.5,585.808,580.3,394
42,1928.905,3781.25,1340,659.438,267.375,1609.562,2108.143,613.25,513.917,2812.938,596.5,294.625,247.1,108.077,751.333,370.583,502.545,1022,1251.938,2637,179.545,1536.812,1113.5,1133.545,624.55,484.115,3472.923,564.577,503.35,337.6
43,1962.381,2973.75,1273,634.938,284.5,1314.438,1830.619,734.938,667.667,2565.812,514.7,306.469,300.45,114.731,812.583,410.667,410.636,3630.731,1074.812,2246.417,228.091,1383.438,1007,1322.545,591,496.5,3573.885,426.269,427.75,314.85
44,2171.762,2807.917,1352.625,674.625,316,1384.188,539.333,691.188,657.667,1989.75,600.6,218.344,259.9,100.885,636.5,467.417,559.545,3530.961,1114.062,2320.167,191.818,1460.438,1087.429,1503.182,636.6,462.423,2673.269,488.654,442.4,366.3
45,2036,2728.333,2355.938,765.375,337.562,1426.688,412.19,594,544.833,999.938,576.65,298.656,270,73.308,533.333,545.083,488.727,2543.385,1279.188,2354.833,260,1650.625,998,1277.182,684.95,390.423,2417.269,595.923,478.2,345.85
46,2430.048,3601.583,1395.188,778.375,282,1494.562,561.286,753,584,593.125,572.35,256.469,333.2,76.5,561.833,362.75,616.636,2426.461,1197.625,2584.333,248.182,1552.812,1185.357,1314.818,533.4,404.731,1725.692,527.192,475.8,382.9
47,4095,2974.75,1399.625,634.125,273.938,1436.562,480.143,817.125,653.417,469.688,595.3,275.906,399.9,94.538,462.333,543.667,577.909,1806.731,1178.188,2299.417,232.182,1465.375,983.214,1085.273,671.8,443.923,1202.115,426.846,392.8,595.65
48,3965.762,2871.417,1233.875,695.438,306.562,1391.562,1711.905,705.562,641.5,517.5,556,263.812,1434.9,91.385,433.167,544.083,652,811.192,1596.562,2438.417,278.545,1423.875,1043,1265.818,575.9,489.808,954.5,524.231,509.8,480.35
49,2241.952,2629.333,1246.25,598.438,277.062,1608.75,1659.714,734.188,688.667,361.188,523.55,235.5,1467.1,78.077,539.833,535.917,549,620.923,4095,2213.333,353.818,1472,1036.571,1505.818,748.5,478.192,845.808,473.615,517.15,573.05
50,2176.619,2806.75,1109.5,744.188,348.312,1575,425.238,740.312,524.25,527.312,644.7,262.781,595.35,86.808,451,479.917,504.727,586.077,4084.75,2431,259.636,1264.438,1044.857,1072.545,631.1,408.115,824.423,550.577,1592.05,589.45
51,2023.857,3002.833,1102.25,681.688,341.312,1517.062,545.667,713.188,624.25,503.75,537.3,262,301.65,61.808,427.083,493.583,611.455,543.077,4095,2515,254.909,1668.562,958.571,1161.364,624.15,390.115,883.462,547.885,750.6,810.95
52,1989.667,2854.75,1141.625,707.062,312.938,1562.188,497.619,633.5,1761.5,496.062,494.45,283.562,268.1,67.308,524.333,589.333,520.273,629.115,2969.625,2149.75,299.818,3589.875,1249.643,1336.909,641.1,1167.538,824.5,481.962,395.05,894.55
53,1927.952,3605,1294,564.375,354,1636.5,439.048,723,2852.5,561.875,623.15,284.906,228.2,73.115,464.833,472.167,439.727,630.692,1192.562,2244.083,303.455,3917.875,1102.929,1967.636,640.7,419.654,788.538,498.923,413.2,719.3
54,1932.524,3277.917,1319.875,644.062,334.562,2001.188,453.952,562,1823,505.5,544.45,284.969,237.4,86.115,473,555.833,528.818,599.769,1034.25,2209.75,230.091,3940.062,1054.429,2245.545,654.55,476.154,844.692,548.962,371,511.05
55,2019.714,3253.917,1154.062,693.5,1823.25,1476.812,473.048,742.938,1033,499,530.2,279.094,240.1,113.154,447.75,468.583,544.636,594.5,1023.438,2202.333,290.818,3363.938,1268.357,1119.455,610.2,443.077,922.231,3820.192,414.05,1078.7
56,1878.714,2774.5,1051.188,627.75,1689.562,1543.562,488.762,705.5,531.667,505.062,658.3,279.531,210.75,95.269,577.25,317.417,517.455,575.846,975.562,2275.25,262.909,2322.188,1868.214,1089.727,708.7,411.038,832.846,2425.423,389.05,1302.85
57,1852.905,2732.5,1045.312,811.688,514.562,1357.875,1496.048,700.688,600.583,627.312,639.5,252.5,187,101.423,586.5,455.917,581.273,524.538,1234.625,2222.083,259.091,1419.5,1703.643,1356.545,698.55,493.192,879.385,721.692,386.35,1368.2
58,1780,3133.417,1292.75,670.812,403.312,1510.25,1247.238,736,400.5,568.062,609.2,296.312,279.25,73.885,513.333,519.25,503.273,649.115,1008.125,2245.083,255.364,1474.375,1597.5,1300.364,724.55,452,883.385,480.615,440.8,362.85
59,1812,2844.417,1093.625,693.75,345.25,1547.312,427.095,753.688,544.833,530.125,544.75,284.219,283.3,82.692,439.417,389.917,586.545,552.423,1109.125,2486.833,257.545,1486.562,1278.214,1196.182,629.05,488.808,820.077,544.846,324.5,372.1
60,1744.619,2675.5,1182.562,630.688,286.812,1404.688,499.238,729.312,466.417,501.062,587.6,250.875,241.05,90.154,623.5,449.833,590.455,548,1165.5,2319.5,218,1509.312,1295.857,1264.909,707.1,448.038,917.038,463.308,518.05,365.35
61,1858.905,2629.417,1165.875,661.25,301.812,1491.688,430.524,696.188,549.833,402.75,627.4,255.688,298.9,95.5,526.75,405.833,666.091,592.154,1096.438,2092.333,182.091,1618,1426.286,1482.364,739.6,404.577,962.308,524.231,1444.85,394.3
62,1935.048,2867.417,1133.938,863.5,291.5,1457.938,572.81,703.188,551.083,555.938,587.85,283.156,234.65,85.269,450.333,659.833,570.182,591.846,1014.438,2082.167,204.818,1486,1149.857,1158.273,670.95,383.615,824.077,508.615,1664.9,398.6
63,1860.381,2478.5,1142.312,979.688,289.688,1498.25,451.571,739.812,473.25,669.188,533.8,277.156,220.4,99.038,820.333,491.25,502.455,628.423,1102.938,2415,331.909,1549.562,1160.929,1277.364,737.9,437.308,933.346,454.038,612.9,297.75
64,1796.381,2701.917,1199.312,1225.688,263.812,1472.312,461.619,744.125,563.667,636.625,613.25,297.375,273.1,85.5,1272.417,434.917,594.818,614.615,1041.438,2091,262.273,1386,1246.643,1106.636,680.9,440.192,870.962,415.577,1113.4,322.85
65,1786.381,3123.583,1122.625,1221.062,342.625,1586.312,477.429,713.75,574.417,509.188,602.5,261.031,217.1,81.846,892.333,801.417,583.273,568.231,1056.188,2311.833,254.455,1511.562,1717.429,1206.545,845.4,448.5,812.154,512.154,507.45,324.75
66,1902.095,3570.833,1187.188,795.25,335.75,1465.688,1858.19,880.375,614.667,573.062,591.5,305.969,201.35,103.923,441.25,419.667,674.182,596.731,1017.062,2359.667,243.182,1622.5,3187.786,1167.727,1120.4,364.846,887.962,454.885,423.45,340.25
67,1962.905,2974,1057.812,655.062,367.25,1673.75,1705,2699.062,497.417,507.938,552.2,315.969,226.2,89.346,387.167,494.833,577.727,639.808,1184.875,2347.333,275.273,1608.625,3098.857,1405.636,1858.05,448.423,1049.923,468.346,409.75,293.7
68,2019.19,2786.167,1037.312,526.562,312,1465,484.095,2691.688,519.583,534.75,579.25,301,261.85,86.038,391.333,571.083,552.455,678.923,985.375,2303.25,175.909,1731.75,1836.357,1231.364,2944,505.154,993.808,613,454.75,326.15
69,1773.714,2635.25,1473,663.438,362.375,2065.625,485.19,2590.562,650.083,401.812,562.25,311.031,221.85,116.077,443.083,505.333,541.545,620.115,1234,2214.5,321.727,3475.938,1592.571,1304.273,2559.6,405.923,993.038,509.808,470.65,360.9
70,2024.524,2652.25,1191.812,563,321.312,1522.5,478.143,1728.125,504,508.875,540.5,330.25,194.35,104,389.583,427.917,506.273,714.885,1319.125,2293.667,276,3957.312,1515.429,4095,2361.55,416.577,918.577,472.308,418.8,373.25
71,2186.762,3702.333,1194.438,582.375,342.875,1494.25,476.476,1670.625,541.833,695.938,575.45,413.531,207.85,128.923,462.167,450.667,599.091,595,1123.25,3970.083,323.273,3904.312,1256.357,2589.545,1196.35,433.038,921.538,572.769,430.35,390.35
72,2191.143,3948.75,2019.812,639.438,323.812,1611.812,468.381,1614.125,651.167,2348.375,612.05,852.906,181.35,110.885,420.417,514.25,419.182,665.846,1247.562,4095,355.727,2478.875,1062.143,1348,722.55,362.385,999.692,509.808,395.5,1213.85
73,4095,3890.083,1163.812,625.375,311.312,1591.438,452,1176.812,751.083,2364.375,549.45,1280.562,245,127.192,430.167,630.667,498.727,623.231,1067.125,4095,1293.182,1506.812,1063.429,1280.545,592.2,430.346,1027.577,588.731,460.55,449.7
74,4095,4095,1320.312,691.625,294.562,2423.125,452.143,1306.812,1951.333,2355.438,592.4,1179.625,213.7,103.385,344.5,537.417,517.455,646.115,1120.25,4095,1329.636,1374.188,968.786,1239.909,589.25,502.577,965.5,515.308,412.8,422.1
75,3196.333,3424.833,1077.812,581.938,231.562,3517.938,536,1198.875,2337.333,844.75,543.85,795.125,228.1,63.269,500.667,873.917,523.909,651.269,1158.188,4095,525,1508.062,1057.571,1063.455,641.65,446.423,992.769,567.423,547.1,297.3
76,2018.524,2916.917,3003.875,647.062,267.062,2237.875,2189.048,1089.125,838.167,695.875,582,561.094,217.6,107.192,475.167,521.75,555.727,631.269,1360.438,3160.5,227.455,1425.5,978.286,1405.727,609,424.308,998.846,507.846,382.3,404.35
77,1972.905,2953.833,1206.5,555.562,330.188,3601.188,1188.714,947,521.083,571.625,576.95,301.719,231,103.885,543.25,467.833,601.273,572.346,1779.75,2522.167,262.455,1458.125,1043.214,1466.909,638.75,504.962,1017.692,526.846,355.1,350.35
78,1980.381,2776.167,1202.75,602.688,292.875,3412.625,539.143,1001.938,648,524.375,622.45,244,211.4,121.615,414.917,340.167,569.182,695.923,4095,2282.917,208.091,1458.125,1053.143,1253.909,688.8,383.385,1029,546,396.7,332.25
79,2077.619,2677.333,1380.5,739.438,286.438,1809.938,568.81,973.312,673.333,525.812,549.45,260.688,194.4,80.731,539.25,341.417,557.091,631.885,4095,2292.25,209.364,1757.688,1176.286,4095,706.35,397.962,1022.654,528.154,398.15,410.95
80,2060,2611.917,1119.625,688.562,339.25,1622.25,547,819.5,520.75,469.312,591.3,288.781,251.4,117.923,397.833,380.083,572.636,654.885,4095,2462.083,209.636,2285.75,964.286,2984.455,644.3,449.154,1064.308,482.808,374.95,372.4
81,1939.381,2712.583,2108,606.938,325.625,1563.312,548.19,852.812,524.75,546.688,577.85,298.031,218.45,101.269,445.667,378.25,572.182,627.038,2666.625,2283.75,251.545,2292.438,1150.286,1325.273,620.4,446.885,1624.462,504.346,423,291.45
82,1931.714,3173.583,1112.188,545.688,329,1409.625,446.381,657.312,453.667,480.188,502.8,280.875,213.9,106.962,388.083,455.417,602.364,654.846,1241.188,2171.5,197,1699.312,1308.214,1439.182,693.25,412.808,3586.461,434.769,366.9,354.3
83,1817.476,3109.083,1127.188,693.312,344.875,1633.375,1076.429,763.812,541.167,539.812,494.65,266.062,260.7,105.962,474.083,401.583,589,622.231,1286.125,2255.5,218.182,1793,1559.714,1149.545,676.7,544,3191.423,478.577,424.1,330.85
84,1892.19,2918.917,1336.5,648.25,329.188,1495.125,1299.667,739,631.333,489.125,568.5,268.406,217.25,113.077,522.583,351.333,461.818,636.846,1153.25,2515.417,205.182,1593.438,2433.5,1236.909,595.5,464.308,2547.461,581.654,464.95,424.7
85,2083.286,2999.083,1478.688,583.75,374.688,1565.125,522.571,745.562,688.5,559.812,558.55,290.469,232.55,116.885,434.5,493.417,561.182,679.615,1285.375,2431.417,211,1622.5,3135.928,1427.909,682.8,446.885,2100.654,507.269,386.35,401.8
86,2130.428,2860.917,1766.375,747.75,333.125,1592.438,513.333,751.125,480,575.938,575.65,281.406,225.3,99.885,480.5,389.25,499.364,631.846,1080.062,2286.25,238.727,1684.812,3357.572,1149.727,694.8,402.808,1879.346,511.192,374.4,430.25
87,2382.857,2733.833,2278.812,599.938,380.75,1428.125,564.952,723.875,500.333,2648.5,554.65,221.281,195.3,94.115,507,628.917,561.545,705.923,1030.5,2172.833,227.182,1547.438,3252.072,1478.091,654.45,418.615,1489.423,522.231,385.2,395.05
88,4095,2713.5,2113.312,679.312,302.438,1472.625,454,658.562,557.5,2495.188,597.3,294.281,212.15,97,482.667,1011.917,559.636,564.154,1217.938,2414.833,214.182,1376.125,2299.214,1167.636,628.15,448.769,1240.846,584.269,427.4,684.25
89,4095,2839.083,1152.375,1127.688,345.062,1499.75,583.048,707.875,632.75,1039.875,616.4,267,254.55,98.038,511.25,542.083,482.182,662.654,1131.812,2647.25,263.364,1574.125,1880.786,1287.818,597,425.308,1067.423,537.077,378.55,597.05
90,3049.476,3288.917,1715.25,2184.062,363.938,1457.812,538.905,655.625,516.667,605.062,556.25,296.312,263.45,103.615,597.167,406.417,498.727,657.346,1021.562,2299.333,224.455,1340.375,1942.5,1417.091,559.1,461.692,992.577,537.692,1733.45,414.1
91,1983.524,3642.583,1386.5,2030.5,349.125,2037.562,532.333,682.125,547.083,577.562,547.15,295.812,228.9,96.731,538.083,483.667,673.091,585.423,1111.312,2531.667,301.909,1495.25,1599.357,1150.909,639.25,426.038,934,536.5,1544.8,378.75
92,1834.381,3959.667,2659.375,704.875,461.438,1338.562,541.571,743.125,637.917,535.375,650.85,276.5,247.65,71.808,425.833,516.167,667.273,643.846,1133,2341.5,177.545,1468.375,1789.357,1331.636,542.15,460.5,948.077,462.269,654.6,339
93,1924.524,4095,1226.125,656.25,1939.375,1581.375,518.095,715.25,456.667,487.812,666.05,273.438,229.75,122.731,633.833,448.667,524.364,753.346,1149,2605.25,224.273,1654.938,1879.357,4094.545,582.95,479.962,812.962,495.846,493,364.45
94,1901.048,3822.75,1454.062,569.062,628.125,1459.562,551.095,741,585.583,439.062,533.3,265.062,268.9,163.269,595.75,463.25,763.636,618,1122.75,2537.167,184.909,1547.812,1914.714,3755.273,683.25,430.154,952.231,492.385,387.15,341.8
95,2068.428,3247.667,1374.625,668.812,371.312,1655.062,502.143,736.688,575.667,599.312,547.2,294.031,237.05,167.346,658.75,529.167,649.455,635,1159.875,2592.167,240.364,1898.562,1934.786,1290.909,576.45,500.231,896.385,513.5,424.3,358.45
96,1840.429,3426.5,1244.688,648.688,290.438,1748.375,540.619,734.938,437.75,441.25,589.05,236.719,243.75,201.885,637.167,390.583,589.455,621.885,1071.375,2505.583,291.727,1604.562,1932.786,1220.818,595.75,437.192,974,487.692,500,343.8
97,1874.619,3084.333,1488.312,635.875,290.75,1493.75,532.238,745.188,552.083,438.188,584.7,266,259,122.923,529.5,463.583,578.727,681.731,1064.75,2731.75,274.091,1510.625,1594.714,1342.636,714.95,452.308,908.423,436.538,418.95,436.9
98,1981.429,2841.583,1787.812,729.5,277.375,1586.25,2263.714,792.812,523.083,500.125,568.55,287.875,239.5,115,445.667,715.75,596.818,714.846,1190.438,2289.917,304.909,1213.25,1657,1157.545,641.7,468.115,912.692,562.5,392.2,407.65
99,1928.81,3862.5,1831.062,597.188,350.5,1414.062,653.381,766.875,446.667,529.438,666,242.25,279.2,102.308,508.167,519.833,520.545,593.038,1289.312,2637.75,210.455,1462.125,1634.571,1169.818,794,381.962,913.769,529.615,401.1,361.8
100,1998.857,3728.333,1337.438,579.812,293.188,1570,493.333,762.188,513.917,491.688,2852.65,310.844,293.8,106.192,539.5,556.417,600.818,633.962,1111.312,2651.083,352,1534.062,1463.929,1247.182,730.25,453.885,935.654,572.308,404.15,436.65
101,1917.571,3109.25,1791.938,648.375,342.812,1523.938,587.333,778.875,544.917,501.438,2931.35,251.844,264.9,125.154,513.5,459.667,609.182,622.231,996.312,2562.25,175.182,1496.812,1599.929,1297.909,722.5,404.423,938.846,573.115,352.55,505.2
102,1870.095,3125.083,1335.938,581.188,317,1584.25,511.81,783.938,580.917,484.938,2363.8,278.375,1017.1,63.192,452.417,580.25,643.545,603.154,1022.438,2278.833,249.182,1511.875,1593.143,1297,917.55,420.231,999.385,463.192,354,384.75
103,1950.952,3189.167,1296.625,504.5,295.812,1504.812,502.81,684.375,553.5,464.062,1324.95,275.281,1419.1,91.077,619,474.583,531.364,1097.577,1224.688,2502.583,296,1425.875,1298.071,1210,1437.55,481.923,980.615,448.154,356.35,578.5
104,2083.428,2651.75,1866.688,576.75,350.188,1561.25,461.476,988.688,528.667,519.562,594.15,283,1442.4,95.692,400.167,575.5,555.455,3745.654,1126.25,2611.75,288.636,1479.312,1350.286,1274.455,2816.6,412.115,996,487.962,486.05,518.9
105,2156.572,3050.583,1993.312,520.875,280.625,1482.688,495.571,2542.625,452.5,501.562,554.9,241.25,411.5,103,558.917,951.333,541.455,3393.731,1253.125,2456.917,275.182,1475.438,1555.571,1408.545,2678.2,469.231,902.923,518.846,339.45,461.35
106,1980.762,3086.833,1493.312,652.312,344.438,1383.938,462.238,2798,572,522.688,644.4,320.312,282.1,134.077,704,500.583,586.273,2025.923,1092.438,2802.583,184,1410.75,1808.357,1544.091,2220.55,403.731,966.346,459.923,541.85,402.9
107,1864.714,2979.583,1241.312,672.812,312.5,1441.688,2169.428,2403.188,542.75,442.438,597.25,298.781,213.05,108.808,415.333,491.667,585.364,1269.577,1192.875,2655.25,244.818,1440.875,1687.214,1421.091,1865.75,465.154,1008.654,515.731,413.95,339.95
108,1970.476,3137.75,1315.438,693.312,297.875,1431.812,573.095,1751.875,473.5,550.188,575.35,289.438,211.35,129.538,548.833,610.833,540.091,685.154,1144.562,2501.833,243.909,1251.25,1552.286,1497.273,1142.7,477.885,996.5,477.115,407.35,462.25
