6.160000000000000000e+02,1.000000000000000056e-01,4.000000000000000222e-01
2.144000000000000000e+03,5.999999999999999778e-01,9.000000000000000222e-01
9.330000000000000000e+02,1.600000000000000089e+00,1.899999999999999911e+00
8.120000000000000000e+02,2.100000000000000089e+00,2.399999999999999911e+00
5.360000000000000000e+02,4.881999999999999673e+00,5.182000000000000384e+00
2.462000000000000000e+03,5.381999999999999673e+00,5.682000000000000384e+00
2.828000000000000000e+03,5.881999999999999673e+00,6.182000000000000384e+00
3.249000000000000000e+03,6.381999999999999673e+00,6.682000000000000384e+00
1.231000000000000000e+03,7.381999999999999673e+00,7.682000000000000384e+00
3.732000000000000000e+03,7.881999999999999673e+00,8.182000000000000384e+00
1.625000000000000000e+03,1.050600000000000023e+01,1.080600000000000094e+01
1.414000000000000000e+03,1.100600000000000023e+01,1.130600000000000094e+01
1.866000000000000000e+03,1.200600000000000023e+01,1.230600000000000094e+01
7.070000000000000000e+02,1.250600000000000023e+01,1.280600000000000094e+01
1.072000000000000000e+03,1.521400000000000041e+01,1.551400000000000112e+01
5.360000000000000000e+02,1.571400000000000041e+01,1.601399999999999935e+01
9.330000000000000000e+02,1.671400000000000219e+01,1.701399999999999935e+01
1.231000000000000000e+03,1.721400000000000219e+01,1.751399999999999935e+01
3.732000000000000000e+03,1.771400000000000219e+01,1.801399999999999935e+01
1.231000000000000000e+03,2.218299999999999983e+01,2.248299999999999699e+01
1.072000000000000000e+03,2.268299999999999983e+01,2.298299999999999699e+01
8.120000000000000000e+02,2.368299999999999983e+01,2.398299999999999699e+01
1.414000000000000000e+03,2.418299999999999983e+01,2.448299999999999699e+01
1.866000000000000000e+03,2.704200000000000159e+01,2.734199999999999875e+01
5.360000000000000000e+02,2.754200000000000159e+01,2.784199999999999875e+01
7.070000000000000000e+02,2.804200000000000159e+01,2.834199999999999875e+01
2.144000000000000000e+03,2.904200000000000159e+01,2.934199999999999875e+01
9.330000000000000000e+02,2.954200000000000159e+01,2.984199999999999875e+01
6.160000000000000000e+02,3.400000000000000000e+01,3.429999999999999716e+01
1.625000000000000000e+03,3.450000000000000000e+01,3.479999999999999716e+01
2.462000000000000000e+03,3.500000000000000000e+01,3.529999999999999716e+01
2.828000000000000000e+03,3.600000000000000000e+01,3.629999999999999716e+01
3.249000000000000000e+03,3.650000000000000000e+01,3.679999999999999716e+01
3.732000000000000000e+03,3.700000000000000000e+01,3.729999999999999716e+01
7.070000000000000000e+02,4.000600000000000023e+01,4.030599999999999739e+01
8.120000000000000000e+02,4.050600000000000023e+01,4.080599999999999739e+01
1.625000000000000000e+03,4.150600000000000023e+01,4.180599999999999739e+01
1.866000000000000000e+03,4.200600000000000023e+01,4.230599999999999739e+01
1.231000000000000000e+03,4.657600000000000051e+01,4.687599999999999767e+01
1.414000000000000000e+03,4.707600000000000051e+01,4.737599999999999767e+01
9.330000000000000000e+02,4.757600000000000051e+01,4.787599999999999767e+01
2.828000000000000000e+03,4.857600000000000051e+01,4.887599999999999767e+01
6.160000000000000000e+02,4.907600000000000051e+01,4.937599999999999767e+01
2.462000000000000000e+03,5.211100000000000421e+01,5.241100000000000136e+01
2.144000000000000000e+03,5.261100000000000421e+01,5.291100000000000136e+01
5.360000000000000000e+02,5.311100000000000421e+01,5.341100000000000136e+01
1.072000000000000000e+03,5.361100000000000421e+01,5.391100000000000136e+01
3.249000000000000000e+03,5.461100000000000421e+01,5.491100000000000136e+01
3.732000000000000000e+03,5.511100000000000421e+01,5.541100000000000136e+01
1.625000000000000000e+03,5.978200000000000358e+01,6.008200000000000074e+01
1.072000000000000000e+03,6.028200000000000358e+01,6.058200000000000074e+01
1.414000000000000000e+03,6.128200000000000358e+01,6.158200000000000074e+01
8.120000000000000000e+02,6.178200000000000358e+01,6.208200000000000074e+01
2.462000000000000000e+03,6.403300000000000125e+01,6.433300000000001262e+01
2.828000000000000000e+03,6.453300000000000125e+01,6.483300000000001262e+01
3.249000000000000000e+03,6.553300000000000125e+01,6.583300000000001262e+01
2.144000000000000000e+03,6.603300000000000125e+01,6.633300000000001262e+01
