1,194.192,590.15,1422.625,1369.333,1885.75,342.917,486.333,330,2228.583,261.8,574.619,951.062,333.571,366,235.071,170,237.625,223.333,314.156,251.25,244.375,436.938,3680.654,1764.188,381.75,837.125,2198.938,224.75,477.875,222.571,460.375,894.125,703.19,358.25,209.125,217.125,256.875,586.25,1387.875,240.5,1813,777.125,1321.625,293.5,386.375,382.333,2391.5,121.833,190.917,435.111,463,849.333,653.5,378.375,650.375,1782.875,652.625,1047.167,652.5,350.556,347.667,579.125,138.25,417,1112.083,600.833
2,1250.615,502.45,1445.938,595.167,1575,339.833,451.81,270.476,1718.167,301.1,527.762,1082,311.81,334.385,240.571,246.312,319.875,294,315.469,231.25,327.375,479.062,2686.731,498.125,371.625,847.312,3935.438,225.25,899.938,266.429,457.375,574.25,564.667,512.625,212.25,157.375,188.5,561.375,1232,213.083,1841.125,948,1197.625,408.167,596.375,372.5,1915.5,152.667,220.75,545.111,482.75,766.75,547.333,294.75,748.25,1389.625,590.25,1007.167,734.417,465.778,267.556,522.375,190.583,426.167,970.75,648.417
3,223.192,604.6,1664.438,446.417,1355.667,485,402.524,295.333,1678.25,263.95,450.857,1055.125,387.714,395.308,406.357,188.875,413.5,294.905,327.719,323.625,285.25,468.188,915.5,241.062,453.875,810.375,2196.25,275.188,1210.438,244.476,361.875,449.625,701.714,347.625,242.5,279.375,217.375,695.375,1199.375,201.5,1724.875,4095,1325.875,350.417,2057.25,363.25,2169.75,98.25,267,1985.667,574,849.333,531.333,274.5,679.5,1394,620.25,857,592.083,472.222,410.222,482.5,236.583,391.75,918.167,823.5
4,259.962,594.3,1463.438,289.833,1305,402.583,436.19,260.619,1852.75,283.2,469.238,917.625,374.667,351.192,1299.214,302.938,453.125,242.19,440.844,333.25,201.75,454.438,760.115,303.938,400.75,865.562,962.062,252.688,1315.188,282.19,490.5,539.625,738.238,429,372.75,242,266.375,712.375,1313.25,232.583,1613.125,4095,1401.625,307.25,1380.375,325.917,1902.625,123.75,267.917,3699.889,520,1019.833,763.667,271.375,720,1487.625,681.5,1006.5,481,432.222,421.667,344.125,169.833,281.917,1103.917,631.333
5,231.346,647.3,1414,267.333,1016.333,399,357.619,334.476,1669.083,391.2,449.429,685.125,373.667,394.923,1257.571,1851.188,298.875,227.143,416.812,299.125,412.625,555.438,560.923,273.125,382,809.875,832.562,215.812,1444.25,247.476,494,417.812,742.905,361.625,313.625,203.75,193.375,774.125,1235.625,219.25,1824.75,4095,1226.25,231.667,1267.125,416.333,1623.5,162.333,223.583,3026.111,487.125,1163.333,770.5,296.375,713.875,1306.125,562.625,869.5,748.167,435.667,314.556,548.875,171.083,239.583,997.167,672.833
6,186.923,536.1,1353.375,365.5,1270.5,485.667,403.333,284.476,1511.167,337.35,411.238,695.812,370.143,360.385,1046.929,1851.5,277.625,211.762,487.938,312,306.125,501.375,613.654,259,451.375,1055.75,743.75,280.625,1119.938,248.524,476.625,504.375,1139.952,467.375,250.375,193.75,279.25,628.25,1391.5,198,1576.5,2336.25,1318.25,344.583,847,471.917,1857.375,156.25,189.333,575.778,2005.625,1452.667,785.667,218,762.75,1380.75,472.312,1025,571.333,382.778,270.444,486.25,167.167,391.333,1044.583,516.25
7,234.615,634.75,1514.375,282.667,1245.917,416.833,401,330.476,1415.083,438.1,478.667,678.125,358.476,353.654,396.357,311.188,284,303.81,867.344,210.875,328.25,479,549.308,254.312,510.875,1743.625,774.688,222.188,909.062,274.714,387.75,406.562,4056,388.375,242.75,275.25,237.5,886,1298,199.083,1592.375,901.375,1454,363.667,604.625,477.25,2052.625,142.583,308.833,373.222,3213.875,1567.917,552.333,446.25,4060.625,1510.125,550.312,880.833,652.083,398.333,325.667,355.375,214.667,371.5,1131.667,625.25
8,239.038,549.65,1398.875,297.333,1255.167,467.917,375.714,255.524,1635.583,838.4,442.762,745.875,387.762,354.808,331.214,250.062,303.75,302.81,2329.969,272.5,254.5,572.25,510.923,292.438,507.375,1925.625,736.5,236.75,716.188,249.048,517.375,390.875,4082.095,347.375,179.5,215.25,248.125,887.75,1472.25,251.917,1449.625,842,1473.25,453.75,638.5,855.917,2057.375,159.083,253.333,262.778,3243.5,1128.5,629.333,415.5,2294.875,1150.75,483,1027.333,663.833,398.667,312.778,441.125,227.25,349.333,1014.417,622
9,184.231,634.75,1589.938,360.167,1209.333,475.333,450.143,300.333,1441.583,930.8,399.143,554.938,411.333,334.231,208.643,202.438,399.25,230.238,2389.438,255,191.625,481.062,523.885,235.875,414,4095,742.875,233.438,622.438,245.381,498.25,361,3813.19,556.375,261.125,197,214.25,1506.375,1222.25,216.333,1226.125,932.375,1439.25,536.417,350.125,1491.833,2176.125,186.417,252.25,358,3254.75,1345.833,552.833,538.75,865.625,1431.625,523.5,956.333,637.333,312.556,308.667,427.75,133.833,385.583,1073.667,588.083
10,229.923,639.1,1679.688,277.417,1032.5,392.75,359.19,257.857,1561.25,987.1,508.81,827.25,398.667,343.115,148.857,184,261.5,262.429,1798.438,304.125,281.125,521,445.808,273.938,451.625,1437.188,795,221.25,429.938,354.095,395.875,308.562,1979.905,371,284.5,166.875,316.625,3433.75,1465.375,241.917,1078.5,715.875,1269.375,1297.667,223.75,3061.083,2187.5,153.417,353.5,314.111,2667.75,1499.167,580.167,1274.625,670.75,1353.125,671,1095,551,349.889,266.333,414.75,236.333,310.583,933.333,688.167
