1,1009.125,450.583,1015,665.875,159.875,496.75,462.778,719,658,269.375,931.889,239.125,742.889,451.833,887.667,1463,1404.25,2060.889,2874.222,594.778,3605,2008.667,396.75,549.833,860,413.667,979,822,551.25,764.5,495.5,309.364,187.583,1632.889,1589.5,661.222,843.625,383.625,1596.222,374.083,2105.75,1137.438,3124.417,866.333,3001.667,1661.25,891.875,1046.333,2458.875,725.556,824,323.875,227.818,244.818,694.25,1759.375,2160.333,688.312,403.875
2,731.188,522.25,1002,1010.375,258.562,506,453.778,1109.889,483.333,303.75,920.556,224,873.333,474.167,878.556,1363.375,1430.125,2168.222,3054.889,753,2797.778,2265,356.667,486.5,778.556,412.222,857.167,951.333,734.125,825.125,426.875,277.727,325.667,1573.556,1548,590.444,1003.375,300.125,1836.556,346.917,2044.5,1141.438,1873.583,883.75,2992.778,1674.75,564.25,1450.222,1999.75,820,949,328,219.545,191.545,487.875,1829.5,1964,628.562,343.25
3,463.375,504.667,1210.375,827.625,222.75,321.875,699.889,523.667,653.333,210.125,1020.889,265,765.333,751.833,1014.778,1286.375,1527.375,2089.778,2844.556,708.222,2006.333,3058.167,314.083,675.333,766.333,389.556,932.083,1183.667,433.125,729.375,365.75,401,262.167,1831,1499.75,658.444,912.125,322.125,1887,450.667,1796.125,1107.625,1350.5,904.417,3113.556,1788.375,385.25,1137.222,1957.5,959.778,813.833,384.375,185.818,200.091,540.625,1642.875,1907.667,707.938,244.125
4,579.812,550.917,1055.125,800.25,226.938,318.5,703.222,506.778,746.667,248.375,850.222,380.875,729.444,968.167,1792.889,1435.625,1308.875,1969.222,3037.444,713.444,1587.667,4095,352.583,446.5,930.778,469,713.667,795.167,391.875,982.5,299.125,272.182,200.083,1438.444,1538.75,673.778,970.125,193.625,1789.222,325.75,1873.125,1053,1067.667,890.583,2981.667,1419.75,301.25,781.556,1536.5,787,1412.167,266.125,190.182,202.182,473,2170.125,1781.5,678.562,379.75
5,597.25,570.417,1120,617.75,265.875,486.875,812.556,1269.778,517,299.125,892.444,329.5,701.444,1176.167,2006.222,1583.75,1954.25,1947.444,3398.333,711.444,949.667,4095,336.417,459.167,824.778,426.333,1009.75,1022.833,366.25,928.625,392.5,590.909,281.417,1462.667,1514.5,713,1107.375,280.125,1873.778,361.667,1759.625,1136.875,1130.5,980.5,3092.222,1588.75,367.375,1014.778,2544.375,739.333,2110.333,404.5,215,178.727,486.25,1647.875,1805.667,759.688,247
6,561.812,474.25,1023.625,625.125,190.375,439.375,982.889,1424.889,835.667,184.75,1045.111,214,782.111,1736.167,2269.556,1327.75,1529,1736.778,3647.667,723,857.444,4095,392.25,558.667,725.222,413,1635.333,953.333,189.125,883.25,345.875,1211.545,191.667,1490.556,1535.5,513.444,1043.875,340.75,2152.111,541.667,1947,1132.5,1164.75,1024.917,3276.222,1457,192.875,701,2129.625,944.222,3259.333,388.875,190.818,237.727,655.375,2015.375,1623.167,754.375,366
7,546.938,892.25,1012.125,845.875,252.625,492.125,964.222,852.778,608.333,239.75,848.333,332.375,631.667,1804.5,2410.444,1662,1411.875,2098.778,3588.556,1878.333,614.444,4095,385.917,600.667,865.222,435.111,1870.333,888.167,934,841.125,384.875,1050.909,196.75,1519.778,1497.875,642.667,1066.125,293,2604.333,390.25,1908,1079,1147.083,1101,3709.222,1784.375,428.125,377.889,1909.625,886,2580.5,350.125,203.364,354.636,699.375,1888.875,1994.833,700.125,365.375
8,535.75,2463.917,1048.875,663.75,217.375,428.5,891.333,932.556,664.333,328.375,934.444,795.625,678.222,1054.333,2093.667,1282.375,1416.5,1865.667,3139.889,3710.111,767.556,4095,455.667,419.333,1123.667,372.556,1148.583,698.667,1128.625,868,581.375,380.455,161.083,1527.333,1508.125,709.778,766,269.625,2855.111,403.5,1816.375,1034.75,1083.667,968.5,3628.222,1708.875,302.25,439.333,1287,655.444,1439.833,345.375,646,798.364,589.75,1809.125,1991.667,727,350.125
9,486.188,2225.5,876.5,704,277.562,501.625,1040.111,958.222,618,315.5,899.444,1307.375,645.444,623,2070.556,1692.25,1485.25,2170.333,3013.222,3487.222,713.667,3922.167,495.667,577,1047.333,315.333,1151.083,1092.167,364.625,797,539.5,327.818,272.083,1701.333,1664.25,576.222,782.875,340.375,3043.667,360,1931.625,1039.25,1117.5,1007.25,3529.889,1736.875,282.625,278.778,1151.125,923.111,846.667,280.625,1041,1091.182,697.25,2066.375,1798,677.938,986.5
10,581.062,2137.833,975.25,629.875,200.875,568.25,585.556,543.111,536.667,235.375,863.778,1643.75,739.111,600.333,1877.889,1601.5,1284.5,2202.556,3200.556,3138.111,822.556,2946.667,1326.333,381.5,966.667,441.556,881.667,607.833,330.25,809.625,340.125,345.545,238.833,1664.444,1211.875,806,1044.25,286.25,2614.111,457.417,1794.875,883.812,1208.833,849.75,4095,1807.5,325,281,1087.125,786.333,594.167,322.25,276.091,266.636,683.375,1882.625,1839.833,615.062,882.5
11,786.562,1964.167,859.125,737.5,291.5,447.75,584.222,620,520.667,265.5,806.111,1083.875,819.444,604.667,1790.222,1678.375,1305.5,1882.222,3354.889,3320.444,621.889,2121,742.917,521.5,966,406.111,1063.083,555,610.25,753.25,447.75,300.455,664.083,2002.333,1503.5,543,1169.625,214.125,2529.889,367.833,2045,1095.812,1040.333,857.667,3711.222,1589.75,399.375,389.111,1053.5,793.778,589.333,385.375,303.545,282.545,551.25,1725.875,1756.167,717.438,941.125
12,513.188,1998.333,962.625,652,221.25,461,781.889,535.111,724.333,396.375,854.556,542.875,734.222,469.167,2172.111,1474.875,1287.25,2064,3302.667,2682.778,573.556,2013.333,723.5,596,1133.111,475.222,822.25,652.833,285,726.375,473.25,300.818,441,1823.889,1491.125,649.778,969.125,295.625,3305.333,405.167,2031.625,1086.062,1073.417,1014.583,3635.778,1512.75,274.875,234,1212.5,992.222,837.667,404.5,229.364,197.273,521.625,1994.375,2046.667,738.688,789.5
13,536.875,1986.917,1017.875,670.625,216.25,468.25,801.778,591.222,687,228.5,879.111,470.25,802.333,493,1677.667,1719.5,1159.625,2263.889,3101,1316.889,749.778,1879,675.083,655.5,1019.444,438.889,738,964.333,350.875,748,360,344.273,412.75,1939.556,1365.125,656.778,940.375,367.875,3684.556,385,1962.25,994.938,1031.417,965.25,3284.444,1909.375,346.375,286,982.875,880.667,1092.333,323.5,200.182,236.909,746.25,1935.25,2157.667,854.062,628.375
14,619.812,1882.917,1038.25,713.375,236.25,585.25,511.111,568.667,1236.333,274.375,801.111,286.625,778.667,465.833,1895.778,1420.75,1124.75,2073.667,2896.556,839.889,798.889,2290.333,543.833,560.167,1056.556,507.333,848.5,1014.333,335.75,877,444,344.091,383.667,1769.556,1655.75,535.222,936.75,310.625,4020.333,415.833,1831.625,1113.625,1113.25,1052.583,3219.222,1519.75,374.5,313,1020.75,4095,2217.833,359.375,238.909,238.545,623.875,1987.375,2033.5,703.875,516
15,516.875,1975.167,1044.25,578.25,250.25,433.125,464.444,1113.222,760.667,236.25,921.444,310.5,726,401,1784,1550.75,1266,2035.333,3064.333,920.778,751.444,1828.333,677.667,435.833,954.667,343.778,784.75,889.667,271.375,813,464.75,250.455,239.75,4095,1678.125,675.111,1010.5,549.75,4095,311.083,1892.125,1160.062,1126.25,1025,3089.222,1566.875,301.625,262.778,1306.625,4095,2906,435.25,211.182,268.818,558.875,1576.625,2134.333,817.062,422.75
16,593.25,1842.917,1492.75,690,297.125,497.5,442.333,1420.667,696,950.75,820.222,248.25,667.222,443.5,2204.111,1472.125,1168.375,1880.111,3302.222,707.111,654.333,1822.5,584.667,478.833,1030.556,376.778,849.25,599.167,163.25,940.875,407,360.909,268.417,4095,1795,610.556,1090.875,1482.375,4018.889,574.667,1978.5,1159.125,1228.583,1191.167,3068,1655.875,314.875,238.889,1472.5,4095,3089.667,341.25,280.182,222.273,674.125,1668.625,1851,696,430.75
17,645.875,1782.917,1275,748,208.375,608,514.222,995.222,1706.333,1164.625,675.222,176.875,837.667,677.167,2234.222,1547.875,1044.5,2101,4095,545,643.556,1756.5,377.833,519,1125.333,388.333,969.917,584,370.875,989.625,537.625,307,247.167,4095,1619,545.333,1087.25,1204.5,4095,423.667,2283.5,995.062,1432.833,975.833,2926.778,1731.25,254.625,172.778,951.125,3532.222,2688,423.125,197.455,186.909,643,1823.75,1927.667,797.312,320.375
18,530.188,1614,1175.625,870.875,274.438,405.25,682.111,845.111,1015,933.125,705.889,421.75,660.333,436.167,2712,1325.25,1091.25,2056,3590.111,784.333,939.889,1675.667,356.667,600.5,943,374.778,862.417,508,345,1018,337.5,231.909,217.5,3925.333,1629.875,533.222,1238.625,958.375,4095,413.417,3586.625,1178.812,1637.917,1034.583,3126.333,1661.625,310.375,292.556,822.5,1156.889,1644.667,347.25,192.364,217.818,683,2161.875,1966.167,980.562,620.75
