1,514.417,544.083,559.65,521.778,261,531.5,554.25,610.889,764.833,1070.083,454.5,4095,2084.5,554.438,830.909,1915.727,2332.188,3473.417,3179.833,2374.75,769.333,441,318.583,327.5,2630.375,1391.125,338.75,2429,1467.083,1376.25,220.833,593.917,390.75,692.75,217.438,397.375,278.25,946,915.5,2196.572,1118.667,315.083,1649.312,345.583,426.667,266.812,1445.75,903.188,2482.125,225.5,469.833,386.444,491.625,380.167,571.667,1520,892.25,2852.444,3848.75,665.125,459.1,1710.167,4093.5,1399,4095,1064.5,1484.222,2324.375,548.375,424.25,609.25,4095
2,426.083,733.417,448.7,479.889,354.25,621.75,436.5,951.222,785.917,1062.75,341.083,4033.875,603.875,557,1138.273,1584.182,2878.062,2970.833,2086.333,2354,775.667,467.562,1962.333,385.417,3009.5,1315.875,406.5,1424.833,1241.917,1543.417,373.833,491.583,439,617.167,288.688,407.5,323.875,873.571,968,1389.286,1154.917,442.417,1411.5,412.917,491,374.812,1232.333,858.062,1203,310.875,617.25,458.111,651.875,804.5,562.556,1410.778,771,1278.667,3852.5,587.625,494.5,1916.833,3801.875,1617.833,3690.667,1050.25,2493,1613.125,708.5,490.417,684.667,4095
3,349.167,2269.5,468.25,437.667,454.125,446.75,481.125,933.333,591.25,1276.917,551,2981.125,292.375,606.938,1012.818,1190.273,3055.688,963.75,1300.5,2358.875,768.583,391,410.167,417.25,2845.5,1173.25,474.083,889.833,1484.167,1478.75,355.667,571.75,393.583,916.417,329,254.875,330.75,705.619,866.417,479.619,1084.5,428.917,1416,382.5,506.167,378.938,1215.333,1052.75,3868.625,407.25,1765.583,407.889,590.625,473.5,541.111,1564.556,803.25,925.667,3805.125,537,464.9,2005.75,3254,1756.333,1987.111,1372,1229.889,1395.25,638.125,591.5,469.083,4095
4,477.667,2022.917,460.05,338.111,275.875,512.625,718.625,1031.111,929.25,1369.083,376,2872.25,298.75,518.562,896.636,1388.545,1101,1579.583,1106.25,2356.875,683.417,399.375,369.417,343.333,4095,1299.625,295.667,729.833,1628.417,1208.75,382.833,485.25,662.25,978.667,517.812,371.375,348.375,914.095,902.333,431.095,1087.417,506.583,1408.625,377.333,403.5,266.562,1033.667,4095,1468.625,345,1682.333,503.667,615.5,635.167,512,1569.222,865.833,611.333,3726.25,560.75,429,1717.167,2984.125,1594.333,1478.333,1137.875,944.778,1064,438.5,407.583,499,4095
5,484.083,554.5,486.2,509.333,439.5,761.875,446.5,1072.667,743.167,1184.333,483.417,2358.5,193.75,636.062,1429.091,1114.818,531.25,884.667,1088.833,2839.125,1308.25,340.5,332,293.833,4095,1099.625,301.5,447.167,1465.583,1596.333,336,510,510.083,765.417,2156.562,335.875,299.75,872,869.833,516.476,1233.583,482.917,1210.438,366.25,453.5,313.062,1198.083,3822.062,810.75,427.125,2039.25,477.778,457,421.667,541.111,1278.556,975.833,423.889,3256.875,571.125,525.1,1959.167,3073.75,1483.25,1274.667,861.125,857.444,1130.5,522.125,383.833,555.75,4095
6,311.583,689.25,551.65,417.444,383.125,604.125,2696.5,964.111,992.833,1043.333,442.333,2717.5,549.5,547.812,1031.273,972.818,301.25,825.333,1062.083,2417.375,2072.417,394.25,480.417,366.917,4095,1244.125,377.583,339.75,1566.333,1496.667,409.5,557.75,459.667,611.583,1399.062,333.75,462.25,924.714,936.833,363.048,1244.75,532.667,1518.875,419.917,435.833,344.75,1196.083,1337.812,632.125,303.125,1417.167,566.444,620,361,593.667,1511.667,664.917,715.444,3124.125,383.625,574,1934.417,2601.25,1886.333,1279.667,886.875,800.222,982.125,609.375,481.333,687.833,4040.111
7,470.583,514.417,517.85,443.667,291.25,1225.875,2526.625,828.222,661.5,937.167,422.667,2257.875,1389.75,589.438,1239.091,1091.091,353,718.917,1107,2640.625,1935,537.188,267.75,407.25,4095,1350.875,411.667,454.333,1652.667,1268.833,245.333,461.333,412.083,741.417,443.375,393.875,328,831.667,1244.417,357.667,1096,369.5,1719.812,339.75,364,367,1355.083,1055.438,807.875,400.625,696.917,641.222,609.5,507.167,387.222,1713.556,628.083,902.333,2890.75,510.875,558.6,2783,2613.625,1553.917,1161.222,977.625,822.444,1053.5,498.75,471.083,557.333,3696.111
8,563.833,386.25,567.6,481,403.625,2776.75,646.625,938,852.917,1472.417,519.667,2806.25,778.875,595.875,1061.636,1048.455,318.75,554.5,983.167,2609.375,2131.417,445,284.25,455.083,4095,1268.625,394.083,585.167,1412.667,1305.917,399.667,476.75,323.333,860,420.688,388.75,258.125,1172.905,1118.5,332.667,1010.25,544.5,1669.875,374.75,562.167,340.562,1257,1016.625,732.875,378.375,596.333,638.778,597.5,527.5,639.111,1713.667,748.167,695.333,2669,562.625,609,4095,2322.75,1393,956.222,1273.5,832.111,1469.875,495.25,427.5,512,3499.222
9,349.417,459,705.45,598,497.125,2330.375,608.875,969,818.917,1156.917,525.25,2529.75,419.875,547.5,1126.909,1070.455,292.375,580.333,1137.083,2603.625,2327.583,283.125,227.917,392.667,3964.75,1857,648.75,498.833,1357.667,1510.5,306.583,584.833,415.667,704,373.125,485.25,342.25,797.952,1818.917,399.048,1072.417,554.417,1457.438,322.25,351.25,365.438,1211.333,907.812,667.5,685.75,352.833,457.667,632.375,534.833,522.778,1562.889,808.833,538.111,1724.5,533.125,340.2,4095,2341.5,1573.083,1417.222,935.25,1661.889,935.75,581.25,510.667,567,3075.333
10,696.333,451.833,3138.85,696.444,390.875,1101.125,427.5,839.111,1023.75,1095.25,411.583,2276,382,664.562,1071.818,958,353.812,458.667,911.833,3170.375,4095,302.062,386.167,400.833,4044,1338,319.333,425.083,1611.917,1395.5,405.333,525.917,436.25,654.667,319.688,392.875,250.75,788.238,3111.75,361.048,1062.083,542.667,1429.25,389.333,397.917,370.062,1374.75,928.062,767.875,653.75,368.75,280.444,689.875,654.333,706.444,1529.556,878.667,714,1570.125,447,512.2,4095,2469.375,1428.417,1179.222,1119.875,2849.333,945.375,676.125,982.083,369.083,2961.222
